scenario_id,grid_size,route_bucket,scenario_family,success,collision,timeout,two_cell_oscillation,longer_loop,excessive_detour,failure_label,post_change_completion,dynamic_event_count,path_cost,fresh_astar_cost,path_cost_gap,decisions,mean_decision_latency_ms,decision_computation_seconds,episode_computation_seconds
VAL2-G015-EMPTY-SHORT-01,15,short,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,3.0,,30,2.3396733255746462,0.07019019976723939,0.10639590001665056
VAL2-G015-EMPTY-SHORT-02,15,short,empty,True,False,False,False,False,False,success,,0,7.0710678118654755,4.242640687119286,2.82842712474619,5,2.8462599962949753,0.014231299981474876,0.02168909995816648
VAL2-G015-EMPTY-MEDIUM-01,15,medium,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,10.0,,40,2.3042724904371426,0.0921708996174857,0.13717799994628876
VAL2-G015-EMPTY-MEDIUM-02,15,medium,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,7.82842712474619,,32,1.8788906272675376,0.060124500072561204,0.0911608999595046
VAL2-G015-EMPTY-LONG-01,15,long,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,14.485281374238571,,58,1.863186207503594,0.10806480003520846,0.1633746000006795
VAL2-G015-EMPTY-LONG-02,15,long,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,12.485281374238571,,50,1.7406939854845405,0.08703469927422702,0.12911460001487285
VAL2-G015-RANDOM_STATIC-SHORT-01,15,short,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,4.414213562373095,,30,2.0057666581124067,0.0601729997433722,0.088357700034976
VAL2-G015-RANDOM_STATIC-SHORT-02,15,short,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,4.414213562373095,,30,1.6835433314554393,0.05050629994366318,0.0721043999074027
VAL2-G015-RANDOM_STATIC-MEDIUM-01,15,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,6.414213562373095,,30,1.9069066698042054,0.057207200094126165,0.0855364000890404
VAL2-G015-RANDOM_STATIC-MEDIUM-02,15,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,9.414213562373096,,38,2.123407893936689,0.08068949996959418,0.12156879995018244
VAL2-G015-RANDOM_STATIC-LONG-01,15,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,11.656854249492381,,47,2.0500021228725287,0.09635009977500886,0.14122109999880195
VAL2-G015-RANDOM_STATIC-LONG-02,15,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,14.071067811865476,,57,2.4069140465080476,0.13719410065095872,0.19844369997736067
VAL2-G015-STRUCTURED-SHORT-01,15,short,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,3.414213562373095,,30,3.098549992622187,0.0929564997786656,0.13064530002884567
VAL2-G015-STRUCTURED-SHORT-02,15,short,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,3.0,,30,2.3687133255104222,0.07106139976531267,0.10382990003563464
VAL2-G015-STRUCTURED-MEDIUM-01,15,medium,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,8.485281374238571,,34,2.533511748290895,0.08613939944189042,0.1265475999098271
