scenario_id,grid_size,route_bucket,scenario_family,success,collision,timeout,two_cell_oscillation,longer_loop,excessive_detour,failure_label,post_change_completion,dynamic_event_count,path_cost,fresh_astar_cost,path_cost_gap,decisions,mean_decision_latency_ms,decision_computation_seconds,episode_computation_seconds
VAL2-G030-EMPTY-SHORT-01,30,short,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,7.414213562373095,,30,2.6015166620103023,0.07804549986030906,0.12630660005379468
VAL2-G030-EMPTY-SHORT-02,30,short,empty,False,False,True,False,False,True,excessive_detour,,0,,8.485281374238571,,34,2.8193617677863907,0.09585830010473728,0.15464299998711795
VAL2-G030-EMPTY-MEDIUM-01,30,medium,empty,False,False,True,False,False,True,excessive_detour,,0,,20.72792206135786,,83,2.8015361490087156,0.2325275003677234,0.3772200000239536
VAL2-G030-EMPTY-MEDIUM-02,30,medium,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,17.82842712474619,,72,2.809645826346241,0.20229449949692935,0.31581940001342446
VAL2-G030-EMPTY-LONG-01,30,long,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,35.52691193458119,,143,2.6641181813409696,0.38096889993175864,0.5560974000254646
VAL2-G030-EMPTY-LONG-02,30,long,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,25.899494936611667,,104,3.2021105737210465,0.33301949966698885,0.5063135999953374
VAL2-G030-RANDOM_STATIC-SHORT-01,30,short,random_static,False,False,True,False,False,True,excessive_detour,,0,,6.656854249492381,,30,6.274429991996537,0.1882328997598961,0.25854930002242327
VAL2-G030-RANDOM_STATIC-SHORT-02,30,short,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,10.82842712474619,,44,4.123831808101386,0.18144859955646098,0.29805719992145896
VAL2-G030-RANDOM_STATIC-MEDIUM-01,30,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,18.142135623730955,,73,3.8107999932173997,0.2781883995048702,0.44761569995898753
VAL2-G030-RANDOM_STATIC-MEDIUM-02,30,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,19.48528137423857,,78,27.965653841443455,2.1813209996325895,2.424203300033696
VAL2-G030-RANDOM_STATIC-LONG-01,30,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,28.970562748477146,,116,4.070468973528979,0.4721744009293616,0.6882118000648916
VAL2-G030-RANDOM_STATIC-LONG-02,30,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,30.970562748477146,,124,3.832139516054022,0.4751852999906987,0.7450214000418782
VAL2-G030-STRUCTURED-SHORT-01,30,short,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,9.071067811865476,,37,3.4449756762163863,0.1274641000200063,0.20238809997681528
VAL2-G030-STRUCTURED-SHORT-02,30,short,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,10.82842712474619,,44,3.0182863543318077,0.13280459959059954,0.21139620000030845
VAL2-G030-STRUCTURED-MEDIUM-01,30,medium,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,15.65685424949238,,63,2.9093396742754276,0.18328839947935194,0.2842299999902025
VAL2-G030-STRUCTURED-MEDIUM-02,30,medium,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,17.142135623730955,,69,2.546020292515016,0.1756754001835361,0.28605029999744147
VAL2-G030-STRUCTURED-LONG-01,30,long,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,30.89949493661167,,124,2.7712943584417866,0.3436405004467815,0.5384036001050845
VAL2-G030-STRUCTURED-LONG-02,30,long,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,21.48528137423857,,86,2.656126745467529,0.2284269001102075,0.36166870000306517
VAL2-G030-DYNAMIC-SHORT-01,30,short,dynamic,False,False,True,True,False,True,two_cell_oscillation,False,8,,7.242640687119285,,30,2.836213338499268,0.08508640015497804,0.14284520002547652
VAL2-G030-DYNAMIC-SHORT-02,30,short,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,12,,10.485281374238571,,42,3.2882523844905553,0.13810660014860332,0.2371240999782458
VAL2-G030-DYNAMIC-MEDIUM-01,30,medium,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,21,,16.65685424949238,,67,8.880377615065273,0.5949853002093732,1.111712699988857
VAL2-G030-DYNAMIC-MEDIUM-02,30,medium,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,14,,17.55634918610405,,71,9.622040839249294,0.6831648995866999,0.891630099969916
VAL2-G030-DYNAMIC-LONG-01,30,long,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,22,,24.213203435596434,,97,2.887309278054259,0.2800689999712631,0.48936550004873425
VAL2-G030-DYNAMIC-LONG-02,30,long,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,27,,28.899494936611667,,116,2.627267237303072,0.30476299952715635,0.9133811999345198
VAL2-G050-EMPTY-SHORT-01,50,short,empty,False,False,True,False,False,True,excessive_detour,,0,,15.242640687119284,,61,3.5828131205234373,0.21855160035192966,0.3740253000287339
VAL2-G050-EMPTY-SHORT-02,50,short,empty,False,False,True,False,False,True,excessive_detour,,0,,18.55634918610405,,75,3.476422682094077,0.2607317011570558,0.45327429997269064
VAL2-G050-EMPTY-MEDIUM-01,50,medium,empty,False,False,True,False,False,True,excessive_detour,,0,,25.798989873223338,,104,3.5027182669951937,0.36428269976750016,0.6330696999793872
VAL2-G050-EMPTY-MEDIUM-02,50,medium,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,28.071067811865476,,113,3.504579646751878,0.3960175000829622,0.6542251000646502
VAL2-G050-EMPTY-LONG-01,50,long,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,38.35533905932738,,154,6.32283117020406,0.9737160002114251,1.3852896000025794
VAL2-G050-EMPTY-LONG-02,50,long,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,44.45584412271569,,178,5.312115169166891,0.9455565001117066,1.4237051999662071
VAL2-G050-RANDOM_STATIC-SHORT-01,50,short,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,12.071067811865476,,49,2.9207959257978566,0.14311900036409497,0.24757060001138598
VAL2-G050-RANDOM_STATIC-SHORT-02,50,short,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,12.071067811865476,,49,2.744163258229287,0.13446399965323508,0.23525729996617883
VAL2-G050-RANDOM_STATIC-MEDIUM-01,50,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,21.65685424949238,,87,2.934428732092867,0.2552952996920794,0.430246299947612
VAL2-G050-RANDOM_STATIC-MEDIUM-02,50,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,28.870057685088817,,116,2.8383913791160387,0.3292533999774605,0.5721890000859275
VAL2-G050-RANDOM_STATIC-LONG-01,50,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,40.35533905932737,,162,3.305619754282367,0.5355104001937434,0.9074465999146923
VAL2-G050-RANDOM_STATIC-LONG-02,50,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,43.69848480983498,,175,3.429147426837257,0.60010079969652,1.0228938000509515
VAL2-G050-STRUCTURED-SHORT-01,50,short,structured,False,False,True,False,False,True,excessive_detour,,0,,13.727922061357859,,55,14.875670907680284,0.8181618999224156,1.0046319999964908
VAL2-G050-STRUCTURED-SHORT-02,50,short,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,17.48528137423857,,70,8.867522859613278,0.6207266001729295,0.8387696000281721
VAL2-G050-STRUCTURED-MEDIUM-01,50,medium,structured,False,False,True,False,False,True,excessive_detour,,0,,30.72792206135786,,123,3.447066657472311,0.42398919886909425,0.7315047999145463
VAL2-G050-STRUCTURED-MEDIUM-02,50,medium,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,25.071067811865476,,101,2.9825841567691156,0.3012409998336807,0.5003219000063837
VAL2-G050-STRUCTURED-LONG-01,50,long,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,40.65685424949237,,163,2.919399380209667,0.47586209897417575,0.8026005000574514
VAL2-G050-STRUCTURED-LONG-02,50,long,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,45.384776310850214,,182,2.799760990336046,0.5095565002411604,0.8975663000019267
VAL2-G050-DYNAMIC-SHORT-01,50,short,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,13,,16.313708498984763,,66,3.11146514970019,0.20535669988021255,0.4067829000996426
VAL2-G050-DYNAMIC-SHORT-02,50,short,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,16,,17.899494936611667,,72,5.263208337257513,0.3789510002825409,0.7359367000171915
VAL2-G050-DYNAMIC-MEDIUM-01,50,medium,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,35,,31.071067811865476,,125,4.525792800821364,0.5657241001026705,1.7602941000368446
VAL2-G050-DYNAMIC-MEDIUM-02,50,medium,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,40,,31.870057685088817,,128,3.348850773363665,0.42865289899054915,1.0359190000453964
VAL2-G050-DYNAMIC-LONG-01,50,long,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,36,,45.04163056034259,,181,3.1177922607353215,0.5643203991930932,1.4331753000151366
VAL2-G050-DYNAMIC-LONG-02,50,long,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,49,,38.76955262170047,,156,6.060078198340936,0.9453721989411861,2.0868881000205874
VAL2-G100-EMPTY-SHORT-01,100,short,empty,False,False,True,False,False,True,excessive_detour,,0,,30.242640687119284,,121,3.629352890670854,0.4391516997711733,0.9880472000222653
VAL2-G100-EMPTY-SHORT-02,100,short,empty,False,False,True,False,False,True,excessive_detour,,0,,37.45584412271571,,150,2.824712668079883,0.42370690021198243,0.9812217000871897
VAL2-G100-EMPTY-MEDIUM-01,100,medium,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,45.84062043356593,,184,2.732317392339768,0.5027464001905173,1.0836732999887317
VAL2-G100-EMPTY-MEDIUM-02,100,medium,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,45.04163056034259,,181,5.883643096853151,1.0649394005304202,1.9057616000063717
VAL2-G100-EMPTY-LONG-01,100,long,empty,False,False,True,False,False,True,excessive_detour,,0,,122.48023074035505,,490,3.5777791830882126,1.7531117997132242,4.17617219989188
VAL2-G100-EMPTY-LONG-02,100,long,empty,False,False,True,True,True,True,two_cell_oscillation,,0,,78.69848480983494,,315,6.199205396253438,1.952749699819833,3.465897500049323
VAL2-G100-RANDOM_STATIC-SHORT-01,100,short,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,39.35533905932738,,158,2.6627405033788727,0.4207129995338619,0.9286984000355005
VAL2-G100-RANDOM_STATIC-SHORT-02,100,short,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,39.04163056034261,,157,2.6610261185248945,0.41778110060840845,0.9380586999468505
VAL2-G100-RANDOM_STATIC-MEDIUM-01,100,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,62.15432893255066,,249,5.206724493689536,1.2964743989286944,2.390228599891998
VAL2-G100-RANDOM_STATIC-MEDIUM-02,100,medium,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,48.840620433565924,,196,2.9795239828004294,0.5839867006288841,1.3044009000295773
VAL2-G100-RANDOM_STATIC-LONG-01,100,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,93.35533905932732,,374,5.227072729061751,1.954925200669095,3.6491448000306264
VAL2-G100-RANDOM_STATIC-LONG-02,100,long,random_static,False,False,True,True,True,True,two_cell_oscillation,,0,,76.04163056034257,,305,3.155617044902727,0.9624631986953318,2.131193400011398
VAL2-G100-STRUCTURED-SHORT-01,100,short,structured,False,False,True,False,False,True,excessive_detour,,0,,26.313708498984763,,106,2.6083754711643845,0.27648779994342476,0.641305899946019
VAL2-G100-STRUCTURED-SHORT-02,100,short,structured,False,False,True,False,True,True,longer_repeated_loop,,0,,36.41421356237309,,146,3.643841092787326,0.5320007995469496,1.1169647000497207
VAL2-G100-STRUCTURED-MEDIUM-01,100,medium,structured,False,False,True,False,False,True,excessive_detour,,0,,43.313708498984745,,174,5.183337930049319,0.9019007998285815,1.7196791999740526
VAL2-G100-STRUCTURED-MEDIUM-02,100,medium,structured,False,False,True,False,False,True,excessive_detour,,0,,57.2132034355964,,229,3.509062875619394,0.8035753985168412,1.8257050999673083
VAL2-G100-STRUCTURED-LONG-01,100,long,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,88.55634918610401,,355,5.706785630408517,2.0259088987950236,3.600005600019358
VAL2-G100-STRUCTURED-LONG-02,100,long,structured,False,False,True,True,True,True,two_cell_oscillation,,0,,99.97056274847711,,400,3.97599275194807,1.590397100779228,3.4329831999493763
VAL2-G100-DYNAMIC-SHORT-01,100,short,dynamic,False,False,True,False,False,True,excessive_detour,False,13,,31.48528137423857,,126,2.605662693173462,0.3283134993398562,0.8567677000537515
VAL2-G100-DYNAMIC-SHORT-02,100,short,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,25,,20.970562748477146,,84,3.3334666680145477,0.280011200113222,0.6907604999141768
VAL2-G100-DYNAMIC-MEDIUM-01,100,medium,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,79,,63.31370849898474,,254,2.9249090552843344,0.742926900042221,2.043467899900861
VAL2-G100-DYNAMIC-MEDIUM-02,100,medium,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,26,,58.65685424949237,,235,2.758905107769719,0.6483427003258839,1.6173571000108495
VAL2-G100-DYNAMIC-LONG-01,100,long,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,132,,105.46803743153535,,422,3.2048028478866786,1.3524268018081784,8.55600860004779
VAL2-G100-DYNAMIC-LONG-02,100,long,dynamic,False,False,True,True,True,True,two_cell_oscillation,False,42,,73.69848480983494,,295,2.522744404909722,0.744209599448368,2.3975470999721438
