time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/episodes,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
47369,218,5.34,217,-1.1365390300000002,0.1,9990,0.6999963333333333,0.0013057313626632094,21184,0.001
47417,218,4.92,217,-1.1120104999999998,0.1,10000,0.6996923333333331,0.0017508387099951506,21208,0.001
47475,218,4.96,217,-1.13560385,0.09,10010,0.699325,0.0016096032923087478,21237,0.001
47557,219,5.38,216,-1.14083201,0.1,10020,0.6988056666666667,0.0010579824447631836,21278,0.001
47601,219,5.47,216,-1.14588843,0.1,10030,0.6985270000000001,0.001093682018108666,21300,0.001
47637,219,5.23,216,-1.12912052,0.1,10040,0.698299,0.0011784930247813463,21318,0.001
47697,220,5.2,216,-1.15161051,0.09,10050,0.6979190000000001,0.0013935805764049292,21348,0.001
47737,220,5.16,216,-1.1238760899999998,0.1,10060,0.6976656666666667,0.0013156034983694553,21368,0.001
47783,220,5.21,216,-1.1071969,0.11,10070,0.6973743333333332,0.0012334383791312575,21391,0.001
47821,221,5.21,216,-1.0944411700000003,0.12,10080,0.6971336666666667,0.0021080835722386837,21410,0.001
47853,221,4.84,216,-1.1038614299999998,0.1,10090,0.696931,0.001254873350262642,21426,0.001
47879,221,4.62,216,-1.08249607,0.1,10100,0.6967663333333334,0.0009703195537440479,21439,0.001
47921,221,4.46,216,-1.0948263100000002,0.09,10110,0.6965003333333334,0.0010726784821599722,21460,0.001
47959,222,4.02,215,-1.10256161,0.07,10120,0.6962596666666666,0.0010956978658214211,21479,0.001
47998,222,3.97,215,-1.1449568399999999,0.05,10130,0.6960126666666667,0.0010707550682127476,21498,0.001
48052,222,4.15,215,-1.13065694,0.06,10140,0.6956706666666668,0.0008993796072900295,21525,0.001
48153,223,4.56,215,-1.11105528,0.08,10150,0.695031,0.0006284205010160804,21576,0.001
48206,223,4.69,215,-1.14612591,0.07,10160,0.6946953333333334,0.0009207511902786791,21602,0.001
48248,223,4.65,215,-1.1889942699999998,0.05,10170,0.6944293333333333,0.0009798973333090544,21623,0.001
48308,223,4.87,215,-1.1789096000000001,0.06,10180,0.6940493333333333,0.0008290143450722098,21653,0.001
48335,224,4.82,215,-1.15731184,0.07,10190,0.6938783333333334,0.0009148420649580657,21667,0.001
48393,224,5.14,215,-1.18141226,0.07,10200,0.6935109999999999,0.000988359795883298,21696,0.001
48449,224,5.28,215,-1.1459433799999998,0.09,10210,0.6931563333333335,0.0008494015200994909,21724,0.001
48485,224,5.26,215,-1.1432152699999998,0.09,10220,0.6929283333333334,0.000659737444948405,21742,0.001
48545,224,5.47,215,-1.14052229,0.1,10230,0.6925483333333333,0.0006810319027863443,21772,0.001
48603,225,5.51,215,-1.14912869,0.1,10240,0.692181,0.0007715270621702075,21801,0.001
48645,225,4.92,215,-1.14862129,0.08,10250,0.6919150000000001,0.0006742206169292331,21822,0.001
48702,225,4.96,215,-1.10916268,0.1,10260,0.691554,0.0008582131704315543,21850,0.001
48770,225,5.22,215,-1.06869733,0.13,10270,0.6911233333333334,0.0006504132179543376,21884,0.001
48843,226,5.35,215,-1.0970657499999998,0.12,10280,0.690661,0.0006457751151174307,21921,0.001
48878,226,5.43,215,-1.08192891,0.13,10290,0.6904393333333334,0.0006538404850289226,21938,0.001
48931,226,5.38,215,-1.05237681,0.14,10300,0.6901036666666667,0.0006387931061908603,21965,0.001
49030,227,5.81,215,-1.1170658399999998,0.13,10310,0.6894766666666667,0.0005570247303694487,22014,0.001
49065,227,5.8,215,-1.11843162,0.13,10320,0.6892550000000001,0.00047171866754069924,22032,0.001
49106,227,5.61,215,-1.11845523,0.12,10330,0.6889953333333334,0.0007390928221866488,22052,0.001
49156,227,5.53,215,-1.10702396,0.12,10340,0.6886786666666668,0.0007701548747718334,22077,0.001
49204,227,5.59,215,-1.1056742099999999,0.12,10350,0.6883746666666666,0.0011515574296936393,22101,0.001
49267,228,5.65,215,-1.10785418,0.12,10360,0.6879756666666665,0.000777915702201426,22133,0.001
49303,228,5.33,215,-1.12018648,0.1,10370,0.6877476666666668,0.0007817260921001434,22151,0.001
49373,228,5.3,215,-1.11825539,0.1,10380,0.6873043333333333,0.0021384162828326225,22186,0.001
49444,229,5.66,215,-1.1657461099999997,0.09,10390,0.6868546666666666,0.0026479559019207954,22221,0.001
49477,229,5.46,215,-1.17650099,0.08,10400,0.6866456666666667,0.0009207974653691053,22238,0.001
49509,229,4.79,215,-1.1189839099999999,0.08,10410,0.6864429999999999,0.0010018006432801485,22254,0.001
49559,229,4.94,215,-1.1073677700000002,0.09,10420,0.6861263333333334,0.0007816188735887408,22279,0.001
49594,229,4.88,215,-1.1025897900000001,0.09,10430,0.6859046666666667,0.0006550047546625137,22296,0.001
49664,230,5.08,215,-1.09950555,0.1,10440,0.6854613333333333,0.0007901920471340418,22331,0.001
49719,230,5.15,215,-1.10343272,0.1,10450,0.6851130000000001,0.0006216533365659416,22359,0.001
49771,230,5.04,215,-1.13814786,0.08,10460,0.6847836666666667,0.0007677479879930615,22385,0.001
49818,230,5.15,215,-1.14020031,0.08,10470,0.684486,0.0008704147767275572,22408,0.001
49879,231,5.06,215,-1.14116899,0.08,10480,0.6840996666666668,0.0007054888410493731,22439,0.001
49923,231,4.79,215,-1.10286647,0.09,10490,0.6838210000000001,0.0009061849559657276,22461,0.001
49982,231,5.05,215,-1.1212717100000003,0.09,10500,0.6834473333333333,0.0008531229686923325,22490,0.001
50018,231,5.09,215,-1.07913837,0.11,10510,0.6832193333333333,0.000727018981706351,22508,0.001
50100,232,5.41,215,-1.0621866000000002,0.13,10520,0.6826999999999999,0.000601291423663497,22549,0.001
50173,232,5.79,215,-1.0944883800000003,0.13,10530,0.6822376666666667,0.0005880850367248058,22586,0.001
50201,232,5.37,215,-1.0799996100000002,0.12,10540,0.6820603333333333,0.0006852283258922398,22600,0.001
50262,233,5.43,215,-1.06398523,0.13,10550,0.6816739999999999,0.000612655421718955,22630,0.001
50340,233,5.69,215,-0.9992971999999999,0.17,10560,0.6811800000000001,0.0005307747051119804,22669,0.001
50387,234,5.69,215,-1.0035524599999999,0.17,10570,0.6808823333333334,0.001468734466470778,22693,0.001
50445,234,5.66,215,-0.9816816900000002,0.18,10580,0.680515,0.0006753170164301991,22722,0.001
50502,234,5.79,215,-0.9864369099999999,0.18,10590,0.6801540000000001,0.000583575339987874,22750,0.001
50547,235,5.65,214,-0.9355217000000002,0.2,10600,0.679869,0.0005704141804017127,22773,0.001
50603,235,5.85,214,-1.01735041,0.17,10610,0.6795143333333333,0.0010510352440178394,22801,0.001
50646,235,5.46,214,-1.04593791,0.14,10620,0.6792420000000001,0.0008962475694715977,22822,0.001
50686,236,5.13,214,-1.01423759,0.14,10630,0.6789886666666667,0.0006106564542278647,22842,0.001
50751,236,5.5,214,-1.04495596,0.14,10640,0.678577,0.00045609171502292156,22875,0.001
50807,236,5.45,214,-1.02277869,0.15,10650,0.6782223333333335,0.000725461752153933,22903,0.001
50869,237,5.29,214,-1.09666759,0.11,10660,0.6778296666666668,0.0007284133462235332,22934,0.001
50936,237,5.49,214,-1.1169196499999998,0.11,10670,0.6774053333333334,0.0005172116798348725,22967,0.001
50961,237,5.16,214,-1.1051063500000002,0.1,10680,0.6772470000000002,0.001084638643078506,22980,0.001
51025,237,5.23,214,-1.1320652,0.09,10690,0.6768416666666666,0.0008161786245182157,23012,0.001
51084,238,5.37,214,-1.1221366800000003,0.1,10700,0.6764680000000001,0.0009221230866387486,23041,0.001
51138,238,5.35,214,-1.0374388399999999,0.14,10710,0.6761259999999999,0.001019543269649148,23068,0.001
51230,238,5.84,214,-1.03690369,0.16,10720,0.6755433333333332,0.0006038190913386643,23114,0.001
51283,239,5.97,214,-1.0249399799999999,0.17,10730,0.6752076666666667,0.0005491185584105551,23141,0.001
51342,239,5.91,214,-1.02013592,0.17,10740,0.6748340000000002,0.0004761778691317886,23170,0.001
51403,239,5.96,214,-1.0612306500000002,0.15,10750,0.6744476666666668,0.0004940245999023318,23201,0.001
51469,240,6.0,214,-1.06471504,0.15,10760,0.6740296666666667,0.0008617608109489083,23234,0.001
51544,240,6.08,214,-1.0501914599999997,0.16,10770,0.6735546666666665,0.006215349305421114,23271,0.001
51576,240,6.15,214,-1.07929226,0.15,10780,0.6733520000000001,0.011861303821206093,23287,0.001
51662,240,6.37,214,-1.07994032,0.16,10790,0.6728073333333334,0.005026672035455704,23330,0.001
51731,241,6.47,214,-1.1252855400000001,0.14,10800,0.6723703333333333,0.0009038349962793291,23365,0.001
51836,241,6.98,214,-1.2011710199999999,0.12,10810,0.6717053333333334,0.0014479991514235735,23417,0.001
51918,242,6.88,214,-1.19373232,0.12,10820,0.6711860000000001,0.000822398578748107,23458,0.001
51948,242,6.65,214,-1.20362089,0.11,10830,0.670996,0.0009908349020406604,23473,0.001
51980,242,6.38,214,-1.18152637,0.11,10840,0.6707933333333334,0.0009457843843847513,23489,0.001
52016,242,6.13,214,-1.18746891,0.1,10850,0.6705653333333332,0.0009389159386046231,23507,0.001
52049,242,5.8,214,-1.1607708899999998,0.1,10860,0.6703563333333333,0.0008540445705875754,23524,0.001
52128,243,5.84,214,-1.1807477999999998,0.09,10870,0.669856,0.0007786185014992952,23563,0.001
52175,243,5.99,214,-1.18857877,0.09,10880,0.6695583333333333,0.0006270617595873773,23587,0.001
52245,243,5.83,214,-1.13343269,0.11,10890,0.6691149999999999,0.000722234311979264,23622,0.001
52295,243,5.64,214,-1.10400923,0.12,10900,0.6687983333333334,0.0005118265398778021,23647,0.001
52340,243,5.04,214,-1.10396789,0.1,10910,0.6685133333333333,0.0006207076366990805,23669,0.001
52394,244,4.76,214,-1.1079725699999998,0.09,10920,0.6681713333333335,0.0004835404397454113,23696,0.001
52455,244,5.07,214,-1.08934267,0.11,10930,0.6677850000000001,0.0005527592729777098,23727,0.001
52488,244,5.08,214,-1.0700299899999999,0.12,10940,0.667576,0.00044921995140612125,23743,0.001
52548,244,5.32,214,-1.0707810900000003,0.13,10950,0.6671960000000001,0.0006318396772257984,23773,0.001
52608,245,5.59,214,-1.0454014600000001,0.15,10960,0.6668160000000001,0.0008744373917579651,23803,0.001
52649,245,5.21,214,-1.0371363,0.14,10970,0.6665563333333334,0.0008930425392463803,23824,0.001
52743,245,5.68,214,-1.01097561,0.17,10980,0.665961,0.0011945735896006227,23871,0.001
52784,246,5.39,214,-1.04775513,0.14,10990,0.6657013333333333,0.0007951958104968071,23891,0.001
52863,246,5.68,214,-1.04198069,0.15,11000,0.665201,0.00047919078497216105,23931,0.001
52938,246,5.98,214,-1.05805631,0.15,11010,0.6647259999999999,0.0005950590129941702,23968,0.001
52993,246,5.99,214,-1.03785639,0.16,11020,0.6643776666666665,0.00059886573581025,23996,0.001
53033,247,5.78,214,-1.04624958,0.15,11030,0.6641243333333333,0.000502259295899421,24016,0.001
53084,247,5.96,214,-1.0802934100000001,0.14,11040,0.6638013333333332,0.0004987468128092587,24041,0.001
53131,247,5.83,214,-1.09135793,0.13,11050,0.6635036666666665,0.0006349463947117329,24065,0.001
53221,248,6.13,214,-1.1166182899999997,0.13,11060,0.6629336666666666,0.0003873741370625794,24110,0.001
53288,248,6.39,214,-1.1351169499999998,0.13,11070,0.6625093333333334,0.000545313348993659,24143,0.001
53353,249,6.1,213,-1.1563450899999999,0.11,11080,0.6620976666666667,0.00043120194459334016,24176,0.001
53420,249,6.36,213,-1.1791841600000001,0.11,11090,0.6616733333333333,0.00047950330190360546,24209,0.001
53458,250,5.95,213,-1.21760387,0.08,11100,0.6614326666666668,0.000801554589997977,24228,0.001
53521,250,5.83,213,-1.15474358,0.11,11110,0.6610336666666666,0.0007565548876300454,24260,0.001
53564,250,5.71,213,-1.12282829,0.12,11120,0.6607613333333334,0.0008112393552437425,24281,0.001
53611,251,5.78,213,-1.08508806,0.14,11130,0.6604636666666667,0.0011078068055212498,24305,0.001
53678,251,5.94,213,-1.09576795,0.14,11140,0.6600393333333333,0.00103574653621763,24338,0.001
53728,251,5.97,213,-1.09394044,0.14,11150,0.6597226666666667,0.0007478277548216283,24363,0.001
53778,251,5.57,213,-1.10560787,0.12,11160,0.659406,0.0007918905466794968,24388,0.001
53845,252,5.57,213,-1.06667786,0.14,11170,0.6589816666666667,0.001639960682950914,24422,0.001
53883,252,5.3,213,-1.06625005,0.13,11180,0.6587409999999999,0.003159037558361888,24441,0.001
53955,252,5.35,213,-1.0525290199999997,0.14,11190,0.6582849999999999,0.0021464277524501085,24477,0.001
54029,253,5.71,213,-1.02975344,0.16,11200,0.6578163333333333,0.0005343905068002641,24514,0.001
54062,253,5.41,213,-1.0610246900000002,0.13,11210,0.6576073333333334,0.0007149706361815333,24530,0.001
54117,253,5.53,213,-1.1329799299999999,0.1,11220,0.6572589999999999,0.0007390395039692521,24558,0.001
54192,253,5.81,213,-1.22016022,0.07,11230,0.656784,0.00148821622133255,24595,0.001
54258,254,5.8,213,-1.1977885,0.08,11240,0.656366,0.0006939650047570467,24628,0.001
54298,254,5.7,213,-1.12925178,0.11,11250,0.6561126666666667,0.0007534525939263403,24648,0.001
54351,254,5.73,213,-1.1083749699999998,0.12,11260,0.6557769999999998,0.0004934653406962752,24675,0.001
54402,254,5.57,213,-1.11195488,0.11,11270,0.655454,0.0005484415451064706,24700,0.001
54468,255,5.85,213,-1.0969174200000003,0.13,11280,0.6550360000000002,0.0008768145926296711,24733,0.001
54521,255,5.66,213,-1.0767622300000002,0.13,11290,0.6547003333333334,0.0006697401404380798,24760,0.001
54566,255,5.37,213,-1.06125306,0.13,11300,0.6544153333333333,0.0006132312119007111,24782,0.001
54616,255,5.54,213,-1.0826927400000002,0.13,11310,0.6540986666666666,0.0005912824999541044,24807,0.001
54657,255,5.4,213,-1.0504462599999997,0.14,11320,0.6538390000000001,0.0004963898682035506,24828,0.001
54739,256,5.47,213,-1.01292153,0.16,11330,0.6533196666666667,0.0004389845416881144,24869,0.001
54800,256,5.42,213,-1.0102597500000001,0.16,11340,0.6529333333333334,0.00043245372944511473,24899,0.001
54855,256,5.57,213,-1.01951291,0.16,11350,0.6525850000000001,0.00042444857535883784,24927,0.001
54893,257,5.42,213,-1.0113855399999998,0.16,11360,0.6523443333333333,0.0007003227947279811,24946,0.001
54953,257,5.51,213,-0.95715291,0.19,11370,0.6519643333333334,0.00043510578689165413,24976,0.001
54995,257,5.27,213,-0.98186715,0.17,11380,0.6516983333333333,0.0004883439396508038,24997,0.001
55093,257,5.72,213,-1.03883854,0.16,11390,0.6510776666666667,0.0005623289616778493,25046,0.001
55163,258,5.97,213,-1.08293385,0.15,11400,0.6506343333333333,0.00039153615944087505,25081,0.001
55222,258,6.06,213,-1.0583898500000002,0.16,11410,0.6502606666666667,0.0004704332386609167,25110,0.001
55271,258,6.14,213,-1.064631,0.16,11420,0.6499503333333334,0.00038029393181204796,25135,0.001
55317,258,5.78,213,-1.07652948,0.14,11430,0.649659,0.00043375534005463123,25158,0.001
55372,259,5.72,213,-1.09823483,0.13,11440,0.6493106666666666,0.0004317744169384241,25185,0.001
55416,259,5.61,213,-1.15173466,0.1,11450,0.649032,0.00045047837193123996,25207,0.001
55450,259,5.57,213,-1.17032741,0.09,11460,0.6488166666666668,0.00032042141538113356,25224,0.001
55487,259,5.34,213,-1.19477623,0.07,11470,0.6485823333333334,0.0004062091757077724,25243,0.001
55538,260,5.43,213,-1.1515661099999999,0.09,11480,0.6482593333333333,0.0005114927189424634,25268,0.001
55591,260,4.98,213,-1.11520286,0.09,11490,0.6479236666666666,0.0006207855185493827,25295,0.001
55656,260,4.93,213,-1.09007914,0.1,11500,0.647512,0.0008119941921904683,25327,0.001
55735,260,5.13,213,-1.09122377,0.11,11510,0.6470116666666668,0.0012529336381703615,25367,0.001
55795,261,5.24,213,-1.10354991,0.11,11520,0.6466316666666665,0.001045585609972477,25397,0.001
55862,261,5.45,213,-1.0778731,0.13,11530,0.6462073333333334,0.002233467996120453,25430,0.001
55919,261,5.47,213,-1.07004996,0.13,11540,0.6458463333333333,0.0008463197154924273,25459,0.001
55962,262,5.46,213,-1.0084358000000002,0.16,11550,0.6455739999999999,0.0006872714729979634,25480,0.001
55998,262,5.48,213,-1.0069915999999999,0.16,11560,0.645346,0.0006922706379555166,25498,0.001
56067,262,5.8,213,-1.04545977,0.15,11570,0.644909,0.0006673564203083515,25533,0.001
56119,263,5.81,213,-1.0437609700000001,0.15,11580,0.6445796666666666,0.0006812966894358397,25559,0.001
56178,263,5.87,212,-1.05245717,0.15,11590,0.6442060000000001,0.000673589063808322,25588,0.001
56245,264,5.89,212,-1.05127988,0.15,11600,0.6437816666666667,0.0004703807062469423,25622,0.001
56303,264,5.68,212,-1.03747659,0.15,11610,0.6434143333333333,0.0005137240514159203,25651,0.001
56346,264,5.51,212,-0.9752785699999998,0.17,11620,0.6431420000000001,0.0005099894478917122,25672,0.001
56401,265,5.39,212,-0.9640789399999998,0.17,11630,0.6427936666666667,0.0004257519030943513,25700,0.001
56453,265,5.34,212,-0.9392000699999999,0.18,11640,0.6424643333333333,0.0004444602527655661,25726,0.001
56515,265,5.53,212,-0.95204099,0.18,11650,0.6420716666666666,0.000441092299297452,25757,0.001
56572,266,5.74,212,-0.9305881100000001,0.2,11660,0.6417106666666665,0.00035177957033738494,25785,0.001
56617,266,5.5,212,-0.91449033,0.2,11670,0.6414256666666667,0.0004232040955685079,25808,0.001
56657,266,5.38,212,-0.8684797500000002,0.22,11680,0.6411723333333333,0.00048394763143733144,25828,0.001
56741,267,5.63,212,-0.8440014599999999,0.24,11690,0.6406403333333333,0.000560266780667007,25870,0.001
56823,267,5.78,212,-0.8443384599999999,0.24,11700,0.6401210000000002,0.0003679415094666183,25911,0.001
56854,267,5.51,212,-0.80084922,0.25,11710,0.6399246666666667,0.0004758460563607514,25926,0.001
56901,267,5.55,212,-0.7796393099999999,0.26,11720,0.639627,0.0005382131785154343,25950,0.001
56987,268,5.86,212,-0.80635194,0.26,11730,0.6390823333333333,0.0005269362591207027,25993,0.001
57012,268,5.59,212,-0.8311345000000001,0.24,11740,0.638924,0.0002651611575856805,26005,0.001
57082,268,5.67,212,-0.82004272,0.25,11750,0.6384806666666667,0.0004204840515740216,26040,0.001
57142,268,5.7,212,-0.8433449699999999,0.24,11760,0.6381006666666669,0.0003517096338327974,26070,0.001
57220,269,6.03,212,-0.8975461200000001,0.23,11770,0.6376066666666667,0.00026712758699432015,26109,0.001
57300,269,6.43,212,-0.9914213000000003,0.2,11780,0.6370999999999999,0.00041153619531542063,26149,0.001
57332,269,5.91,212,-1.01350782,0.17,11790,0.6368973333333334,0.00040072016417980194,26165,0.001
57372,269,5.49,212,-0.94853287,0.19,11800,0.6366440000000001,0.0005260408506728709,26185,0.001
57459,270,6.05,212,-0.95947423,0.2,11810,0.636093,0.0035767685621976852,26229,0.001
57523,270,6.22,212,-0.97632042,0.2,11820,0.6356876666666667,0.0044705504551529884,26261,0.001
57585,270,5.98,212,-0.95741381,0.2,11830,0.6352949999999999,0.001392983365803957,26292,0.001
57626,271,6.14,212,-0.9529375899999998,0.21,11840,0.6350353333333334,0.0010029477998614311,26312,0.001
57691,271,6.09,212,-1.02784371,0.17,11850,0.6346236666666668,0.0012744644191116095,26345,0.001
57767,271,6.25,212,-1.01625701,0.18,11860,0.6341423333333333,0.0010216634254902601,26383,0.001
57818,271,5.98,212,-0.9928756999999999,0.18,11870,0.6338193333333333,0.000721163407433778,26408,0.001
57898,272,5.98,212,-0.97786512,0.19,11880,0.6333126666666666,0.0003443215391598642,26448,0.001
57947,272,6.15,212,-0.94940414,0.21,11890,0.6330023333333334,0.0005169036448933184,26473,0.001
58017,272,6.45,212,-1.03628271,0.18,11900,0.6325590000000001,0.0005603053141385317,26508,0.001
58079,273,6.2,212,-1.09078565,0.15,11910,0.6321663333333334,0.0005308223189786077,26539,0.001
58145,273,6.22,212,-1.17917153,0.11,11920,0.6317483333333334,0.000449216749984771,26572,0.001
58192,273,6.07,212,-1.16487708,0.11,11930,0.6314506666666667,0.0003562842321116477,26595,0.001
58256,273,6.3,212,-1.1981138299999998,0.1,11940,0.6310453333333332,0.0004022651701234281,26627,0.001
58321,274,6.3,212,-1.17858615,0.11,11950,0.6306336666666665,0.0004956446937285364,26660,0.001
58395,274,6.28,212,-1.1552367099999998,0.12,11960,0.6301650000000001,0.000531761790625751,26697,0.001
58463,274,6.45,212,-1.16546438,0.12,11970,0.6297343333333333,0.0003346193698234856,26731,0.001
58523,275,6.25,212,-1.14344576,0.12,11980,0.6293543333333333,0.0004066092660650611,26761,0.001
58578,275,6.31,212,-1.14788513,0.12,11990,0.6290060000000001,0.00042780430521816015,26788,0.001
58642,275,6.25,212,-1.09562913,0.14,12000,0.6286006666666666,0.000387901091016829,26820,0.001
58671,275,5.92,212,-1.0916971100000001,0.13,12010,0.628417,0.00029329388053156435,26835,0.001
58732,276,5.87,212,-1.06960092,0.14,12020,0.6280306666666666,0.0003468671056907624,26865,0.001
58788,276,5.96,212,-1.09529948,0.13,12030,0.6276759999999999,0.0005242068436928093,26893,0.001
58857,277,6.01,212,-1.07910228,0.14,12040,0.6272390000000001,0.00041166931623592973,26928,0.001
58918,277,5.97,212,-1.0749522699999998,0.14,12050,0.6268526666666667,0.0003913795226253569,26958,0.001
58969,277,5.74,212,-1.12169616,0.11,12060,0.6265296666666667,0.00043288071174174547,26984,0.001
59036,278,5.73,212,-1.10060435,0.12,12070,0.6261053333333333,0.00035357355955056846,27017,0.001
59080,278,5.57,212,-1.1074436,0.11,12080,0.6258266666666668,0.00035625582677312195,27039,0.001
59131,278,5.53,211,-1.14270412,0.09,12090,0.6255036666666667,0.0002995755057781935,27065,0.001
59240,279,5.98,211,-1.2460492099999998,0.06,12100,0.6248133333333333,0.0003654999891296029,27119,0.001
59296,280,6.25,211,-1.20527943,0.09,12110,0.6244586666666667,0.00034911581315100193,27147,0.001
59355,280,6.23,211,-1.18275684,0.1,12120,0.624085,0.0003654389292933047,27177,0.001
59433,280,6.45,211,-1.1586973800000002,0.12,12130,0.623591,0.00045078806579113007,27216,0.001
59483,280,6.26,211,-1.10520651,0.14,12140,0.6232743333333334,0.00035449257120490074,27241,0.001
59546,281,6.28,211,-1.11147252,0.14,12150,0.6228753333333332,0.0008546957396902144,27272,0.001
59618,281,6.49,211,-1.1045210300000001,0.15,12160,0.6224193333333332,0.0003439610591158271,27308,0.001
59675,281,6.39,211,-1.09710155,0.15,12170,0.6220583333333334,0.00034060992766171694,27337,0.001
59722,282,6.42,211,-1.07789732,0.16,12180,0.6217606666666666,0.0005473776254802942,27360,0.001
59773,282,6.42,211,-1.01774829,0.19,12190,0.6214376666666668,0.0003831428475677967,27386,0.001
59843,282,6.03,211,-0.92241186,0.22,12200,0.6209943333333334,0.00036082108272239566,27421,0.001
59862,282,5.66,211,-0.8917434000000002,0.22,12210,0.6208739999999999,0.00043967633973807096,27430,0.001
59920,282,5.65,211,-0.8426351,0.24,12220,0.6205066666666668,0.0003460138977970928,27459,0.001
59987,283,5.54,211,-0.8171065799999999,0.25,12230,0.6200823333333334,0.00030979374423623085,27493,0.001
60052,283,5.69,211,-0.8690571899999999,0.23,12240,0.6196706666666667,0.00035176612436771393,27525,0.001
60107,283,5.61,211,-0.86191463,0.23,12250,0.6193223333333334,0.00034797267289832234,27553,0.001
60149,283,5.31,211,-0.8222201200000001,0.24,12260,0.6190563333333334,0.0003575203299988061,27574,0.001
60182,284,5.07,211,-0.80300285,0.24,12270,0.6188473333333335,0.0003154865698888898,27590,0.001
60232,284,5.1,211,-0.7795974199999999,0.25,12280,0.6185306666666666,0.0005036793882027268,27615,0.001
60288,284,5.15,211,-0.8292307400000002,0.23,12290,0.618176,0.0003170614945702255,27643,0.001
60344,284,5.01,211,-0.8630430699999999,0.21,12300,0.6178213333333333,0.0003346351732034236,27671,0.001
60405,285,5.43,211,-0.9302537399999999,0.19,12310,0.617435,0.0003280419041402638,27702,0.001
60459,285,5.39,211,-0.9909770600000001,0.16,12320,0.6170930000000001,0.00033667904790490866,27729,0.001
60508,285,5.21,211,-1.0157857000000001,0.14,12330,0.6167826666666668,0.00026951576001010835,27753,0.001
60565,285,5.13,211,-0.96488421,0.16,12340,0.6164216666666668,0.00035837150062434375,27782,0.001
60612,286,5.05,211,-0.8967882200000001,0.19,12350,0.616124,0.0004894228186458349,27805,0.001
60643,286,4.94,211,-0.8651494,0.2,12360,0.6159276666666667,0.00046151236165314913,27821,0.001
60730,286,5.48,211,-0.90340196,0.2,12370,0.6153766666666667,0.000337496108841151,27864,0.001
60775,286,5.43,211,-0.9277438599999998,0.19,12380,0.6150916666666667,0.00032430546707473695,27887,0.001
60838,287,5.5,211,-0.8909232599999999,0.21,12390,0.6146926666666666,0.00038213387597352266,27918,0.001
60889,287,5.45,211,-0.88031565,0.21,12400,0.6143696666666666,0.0004210062325000763,27944,0.001
60933,287,5.28,211,-0.85265931,0.22,12410,0.6140909999999999,0.0002505818265490234,27966,0.001
60986,287,5.27,211,-0.8525630099999999,0.22,12420,0.6137553333333334,0.000322944630170241,27992,0.001
61049,288,5.41,211,-0.9007171100000001,0.2,12430,0.6133563333333334,0.00040706252912059426,28024,0.001
61108,288,5.43,211,-0.9263992999999999,0.19,12440,0.6129826666666668,0.00031886916258372366,28053,0.001
61187,288,5.75,211,-1.00560122,0.16,12450,0.6124823333333334,0.00040039466693997383,28093,0.001
61244,288,6.01,212,-1.04433193,0.15,12460,0.6121213333333333,0.00031385483453050256,28121,0.001
61287,289,5.57,212,-1.01679282,0.15,12470,0.6118490000000001,0.0003414421807974577,28143,0.001
61347,289,5.72,212,-1.03235354,0.15,12480,0.6114689999999999,0.0460408516228199,28173,0.001
61385,289,5.47,212,-1.0737981,0.12,12490,0.6112283333333334,0.03376538306474686,28192,0.001
61430,289,5.41,212,-1.0925321500000003,0.11,12500,0.6109433333333334,0.0019755405373871326,28214,0.001
61517,290,5.84,212,-1.1720281600000002,0.09,12510,0.6103923333333334,0.009742082096636295,28258,0.001
61602,290,6.16,211,-1.1277601099999999,0.12,12520,0.6098540000000001,0.0017751087434589863,28300,0.001
61656,291,6.07,211,-1.0796414200000002,0.14,12530,0.6095119999999999,0.0006234253523871303,28327,0.001
61731,291,6.23,211,-1.11427846,0.13,12540,0.609037,0.0005137582193128765,28365,0.001
61786,291,5.99,211,-1.1211448400000001,0.12,12550,0.6086886666666667,0.0005115636740811169,28392,0.001
61825,292,5.81,211,-1.04179052,0.15,12560,0.6084416666666665,0.000504476367495954,28412,0.001
61852,292,5.65,211,-1.05054448,0.14,12570,0.6082706666666667,0.0004333198012318462,28425,0.001
61904,292,5.57,211,-1.03585755,0.14,12580,0.6079413333333333,0.0004202987183816731,28451,0.001
61935,292,5.5,211,-1.00781761,0.15,12590,0.607745,0.0006867160554975271,28467,0.001
61959,293,5.29,211,-0.9325669399999998,0.18,12600,0.607593,0.00044048557174392045,28479,0.001
62024,293,5.07,211,-0.9113944599999999,0.18,12610,0.6071813333333334,0.00042083614971488714,28511,0.001
62081,293,4.79,211,-0.9131445599999999,0.17,12620,0.6068203333333333,0.00028122166986577213,28540,0.001
62152,294,4.96,211,-0.91032991,0.18,12630,0.6063706666666667,0.00039175627171061933,28575,0.001
62175,294,4.44,211,-0.86931291,0.18,12640,0.6062250000000001,0.0003124495269730687,28587,0.001
62222,294,4.36,211,-0.84431339,0.19,12650,0.6059273333333335,0.00031705480068922043,28610,0.001
62265,294,4.4,211,-0.89197717,0.17,12660,0.605655,0.0013312660157680511,28632,0.001
62315,295,4.63,211,-0.8436361600000001,0.2,12670,0.6053383333333333,0.0004540844529401511,28657,0.001
62364,295,4.6,211,-0.86812228,0.19,12680,0.6050279999999999,0.0003952904953621328,28681,0.001
