#{"t_start": 1784343020.691273, "env_id": "None"}
r,l,t
-0.851005,1,33.051242
-0.875858,1,33.064507
-0.927574,1,33.072997
-1.419369,2,33.100105
-1.582864,3,33.112621
-0.937574,1,33.120188
-0.957574,1,33.124714
1.597544,11,33.176413
0.096569,2,33.181651
1.126417,5,33.209029
-0.465584,4,33.246769
-0.985858,1,33.248816
-3.570437,3,33.266566
1.950122,10,33.317434
-1.771005,3,33.335768
-0.537502,2,33.33983
-1.247797,2,33.368158
1.497279,6,33.400801
-0.895858,1,33.418796
-0.931716,1,33.426192
-0.947574,3,33.429846
1.042914,8,33.496004
-0.97,1,33.49898
1.157767,14,33.563017
1.16333,9,33.620491
-2.164508,2,33.644669
-0.907574,1,33.657094
-0.748944,33,33.831738
-0.066791,10,33.860093
0.642498,2,33.880619
-0.931716,1,33.885741
-2.600437,3,33.901946
-2.231148,4,33.947369
-0.883431,1,33.960888
-1.867574,5,33.968734
3.245563,7,33.98641
-1.395442,4,34.034316
-0.945858,1,34.040702
-1.826863,2,34.048834
-0.824437,1,34.063258
-0.154508,4,34.08722
-1.263503,3,34.098465
0.149899,5,34.162891
1.624193,9,34.245597
0.04,2,34.249906
-4.082082,5,34.262876
-1.471451,14,34.301981
0.831838,6,34.367018
-0.937574,1,34.374508
0.822203,4,34.412816
-0.238802,3,34.436523
1.298133,5,34.4768
2.919138,4,34.484211
-1.488112,9,34.52898
0.607351,2,34.55042
-0.885147,1,34.562482
-0.843431,2,34.57524
0.276274,3,34.61227
-4.637716,4,34.621021
-3.05402,12,34.681343
-3.340437,13,34.704273
0.82135,3,34.729921
-0.428011,3,34.76195
0.392132,4,34.801058
-1.835147,2,34.818181
-0.024609,8,34.885293
2.100559,5,34.911834
1.896711,4,34.918141
0.522498,2,34.929136
-0.507868,6,34.958451
-0.818579,1,34.973961
-0.917574,1,34.979274
-1.469218,2,34.985203
-0.941716,1,34.989922
-0.951716,2,34.993645
-1.750294,2,35.017945
-2.175219,4,35.033137
0.587351,2,35.048605
-0.379584,8,35.093157
-0.965858,1,35.096055
2.255462,8,35.156262
-1.577574,4,35.183247
-0.925858,1,35.194799
-1.317645,2,35.202374
-1.602864,3,35.216789
-1.856863,3,35.224116
-0.292649,2,35.253298
0.821493,3,35.286899
-0.932578,3,35.309341
3.297279,11,35.329833
-6.064163,15,35.371825
0.01328,2,35.386425
0.442498,2,35.389977
3.284924,9,35.462563
-1.337645,2,35.560197
3.679605,15,36.45301
-1.96,2,36.550168
-1.139512,4,36.871889
-0.853431,1,36.993102
0.456274,5,37.283978
0.707351,2,37.399355
-0.897574,1,37.545595
-0.92672,2,37.686119
-0.965858,1,37.69211
0.989411,8,38.148885
-0.955858,1,38.246053
-2.367401,6,38.623828
-1.469218,2,38.731714
-3.209727,4,39.021282
-1.73201,3,39.176751
-0.804437,1,39.291979
-0.320223,4,39.509158
0.053066,4,39.764891
2.510782,5,39.985134
-0.865147,1,40.103278
-0.348507,3,40.234633
-0.801939,6,40.519724
-0.320934,2,40.640828
0.599066,2,40.75577
-1.22865,3,40.963468
-2.87865,5,41.151874
-2.412254,7,41.655079
-0.41402,5,41.92884
0.769117,8,42.412179
-0.597868,6,42.720421
-1.07603,19,43.921892
-2.673583,7,44.320639
-2.141076,2,44.445778
-0.847574,1,44.567621
-0.965858,1,44.574092
-0.907574,1,44.72644
-0.988944,6,45.013844
0.022405,14,45.849125
-0.961716,1,45.857343
-1.337645,2,45.969322
0.851198,4,46.224487
-0.98,1,46.296169
-0.917574,1,46.310103
-1.823431,2,46.428609
-0.957574,1,46.549837
0.658406,7,46.922446
1.81463,7,47.357396
-0.899289,1,47.372195
2.580538,13,48.234428
-2.685147,5,48.441525
-3.309188,10,49.114167
-1.440934,2,49.236234
-0.597157,5,49.629545
3.45664,3,49.757268
2.092771,6,50.102107
-0.901716,1,50.22788
6.610761,14,51.067378
-0.897574,1,51.080988
-0.895147,2,51.181164
0.302132,8,51.671379
1.589777,4,51.859857
-1.189361,2,51.973177
-0.297645,2,52.098016
-1.750294,2,52.24551
-0.839289,1,52.378814
0.740122,8,52.856249
-1.336081,2,53.024249
-1.084508,2,53.162695
-0.627868,4,53.408949
-0.802721,1,53.442575
1.726346,3,53.684743
0.426985,9,54.137599
0.026833,8,54.688456
2.414214,1,54.795325
0.680833,6,55.244141
-2.021076,3,55.42546
-1.715656,11,56.175625
6.752397,26,57.63767
-0.665442,3,57.785763
-0.014365,5,58.164932
-0.413167,6,58.906553
2.0,1,58.914209
-0.297868,14,60.00042
-3.207502,5,60.355179
-0.707725,10,60.836139
-0.861005,1,60.867347
-3.050315,8,61.393114
-1.801005,3,61.624946
-0.873431,1,61.646253
-0.877574,1,61.758297
-0.843431,1,61.78302
0.138629,4,62.10902
-0.326812,16,63.118715
-0.251228,4,63.376823
-1.951716,2,63.522082
-0.951716,1,63.664419
-0.92,3,63.793049
-0.522721,7,64.305727
-1.305929,2,64.425898
-0.923431,1,64.440744
0.33799,3,64.642673
-2.773087,10,65.29828
3.660063,22,66.855426
0.072548,11,67.504924
-1.673238,7,68.104556
0.462498,2,68.29195
3.961198,14,69.020511
-2.478162,3,69.185043
-1.242447,5,69.480357
1.765534,29,71.433394
-0.917574,1,71.542857
-0.93,1,71.553768
-1.400934,2,71.68843
3.762742,22,73.119231
-0.933431,1,73.194453
-3.228305,8,73.677145
2.379848,4,73.967748
-0.951716,1,73.975543
-0.965858,1,74.083523
-0.645147,4,74.321371
0.999777,13,75.05839
-0.763431,3,75.3034
-1.391005,5,75.53919
-0.366081,3,75.758093
1.116417,4,76.016556
0.899634,4,76.272609
-2.096934,6,76.62661
-0.917574,1,76.636028
-2.325929,2,76.766184
-0.198507,4,77.059451
0.643919,2,77.202031
-0.927574,1,77.313787
0.474214,2,77.408049
-0.897574,1,77.421782
-1.481299,5,77.782453
-1.616152,5,77.995074
-0.243654,4,78.27772
-2.085513,4,78.497229
0.147767,13,79.232699
0.830681,7,79.657981
-0.687157,3,79.889165
0.721493,3,80.051734
-0.895147,1,80.153054
-0.943431,1,80.161452
-1.835147,2,80.260184
-1.457502,2,80.367956
-0.473726,5,80.723521
-0.925858,1,80.732721
-0.413015,4,80.988108
0.601493,4,81.20358
-0.810294,1,81.328233
-0.596152,3,81.470798
-0.951716,1,81.603485
0.840273,5,81.909076
-0.919289,1,82.009196
0.502498,2,82.153045
-1.143797,3,82.30708
5.531127,23,83.902154
-0.368579,5,84.22492
-0.95,1,84.325336
-0.990366,4,84.557178
-0.440934,3,84.658401
7.941707,34,86.837268
-0.743431,3,87.042792
-2.629239,6,87.443217
-1.563726,4,87.667293
-0.225219,4,87.881932
0.976346,4,88.155703
-0.831005,1,88.17493
-0.897574,1,88.296598
-1.673726,2,88.459719
-0.847574,1,88.49292
-0.269512,6,88.870085
-0.520437,3,89.17936
-0.975858,1,89.185927
0.680488,2,89.39013
-0.955858,1,89.504004
-0.913431,1,89.515792
0.462498,2,89.60098
-2.276589,5,90.054556
-0.861716,1,90.073925
0.779777,14,90.899325
0.736497,7,91.445313
-0.887574,1,91.464687
4.184407,18,92.661271
-1.711522,10,93.456749
-0.838579,1,93.652231
-1.926009,4,93.885389
-0.975858,1,93.890941
-0.851005,3,94.109866
1.429655,9,94.711551
2.047624,4,94.991611
-1.015665,4,95.306784
-0.883431,5,95.654326
-1.049655,3,95.850464
-1.851716,3,96.05581
-0.961716,1,96.061326
-0.885147,1,96.22617
-0.961716,1,96.233928
5.75725,7,96.791164
-1.337502,2,96.961438
0.178995,3,97.141457
-0.836863,1,97.280559
-0.955858,1,97.290218
-0.881716,1,97.426958
-0.839045,7,97.875719
-2.161228,5,98.250429
-1.136224,2,98.354072
-1.42196,9,98.97611
-0.923431,1,99.117353
-0.357645,2,99.248275
-2.61529,5,99.503186
0.650782,2,99.684784
-0.945858,1,99.821312
-2.987746,7,100.296542
-0.911716,1,100.439832
-1.417502,2,100.578451
-0.935858,1,100.594791
3.845118,13,101.390845
-0.907574,1,101.40784
3.161909,13,102.158716
-0.871005,1,102.184224
3.27127,16,103.065112
-0.170223,4,103.357015
1.130711,4,103.609905
-0.448162,4,103.867599
1.65066,15,104.881024
-1.993654,5,105.119993
0.749066,3,105.354551
1.078284,3,105.424755
-6.540955,14,106.279874
-2.55529,3,106.548009
-1.221076,2,106.701327
0.533848,5,106.943506
-2.039462,10,107.542517
-0.94,1,107.663715
-0.013726,10,108.258094
8.866518,37,110.77329
-0.261076,2,110.900162
3.01,2,111.00466
0.610782,2,111.126514
1.802914,5,111.546253
-1.612864,3,111.693056
-0.855147,1,111.815455
-1.184508,2,111.916894
1.692986,6,112.398536
-0.883431,1,112.42075
-0.192792,2,112.570508
0.164853,5,112.926535
1.235563,3,113.053983
-0.904954,5,113.482717
0.20799,4,113.734878
-1.677157,2,113.905679
1.339045,8,114.397433
-2.205929,2,114.491794
-0.644437,4,114.798553
-0.971716,1,114.80419
-0.457502,2,114.906658
-0.913431,1,115.045979
1.616985,8,115.507576
0.567351,2,115.622326
-2.150366,5,115.896471
0.25799,2,116.065342
4.738843,12,116.805145
-0.893431,1,116.921047
-2.261076,2,117.04048
4.214853,13,117.722039
0.08328,6,118.069015
-1.477502,2,118.178343
0.743919,3,118.446673
-0.851005,1,118.475451
-3.02865,4,118.74289
-0.063949,5,119.157216
-0.849289,1,119.175945
-0.891716,1,119.281294
-0.541644,4,119.544249
-0.915858,1,119.56005
0.632498,10,120.142047
2.127746,12,120.931703
-0.935858,1,121.03449
0.496131,4,121.269844
5.002965,11,121.862664
1.388701,6,122.243561
-0.843431,1,122.356073
-0.377502,2,122.491604
-2.421249,24,123.884547
-0.975858,1,123.888235
-0.866863,2,124.00517
-0.911716,1,124.115669
-0.931716,1,124.126962
-0.901716,1,124.243055
-0.499218,5,124.43363
-0.293654,3,124.674078
-0.517502,2,124.799637
0.997208,4,125.041815
-0.933431,1,125.052577
2.226417,6,125.431906
-0.93,1,125.577423
-2.47529,3,125.723652
-2.351787,3,125.965206
-0.897574,1,125.984573
-2.463431,12,126.710106
-1.596447,4,126.94809
-0.498579,5,127.273164
-0.971716,1,127.280008
-0.975858,1,127.363345
-0.624437,3,127.492412
4.447342,9,128.19928
-0.921716,1,128.223151
-0.351299,7,128.758795
0.184701,3,128.952729
0.831198,7,129.375785
-0.503015,3,129.515701
-0.961716,1,129.611899
-0.97865,5,129.885989
0.687351,2,130.056445
-0.839289,1,130.194094
-0.903431,2,130.342259
-1.141076,3,130.497823
2.03,3,130.709969
-0.893431,1,130.730598
-1.556863,3,130.995118
5.24989,12,131.75371
-0.319512,2,131.903567
-0.241644,6,132.1593
-0.887574,1,132.185022
-0.901716,1,132.334775
-0.477502,2,132.425594
-1.221076,2,132.570668
-0.927574,1,132.580621
-0.533726,3,132.841919
2.187473,7,133.232546
1.960244,6,133.638607
5.846438,10,134.40113
-0.937574,1,134.521443
0.865341,7,134.883249
-0.859289,1,135.007441
-0.790294,5,135.269446
-7.29595,14,136.073905
0.164701,3,136.334656
-0.903431,2,136.474411
-0.883431,2,136.573437
0.255046,10,137.246299
-1.519584,3,137.400783
-0.883431,1,137.504217
-0.955858,1,137.509988
-1.020223,5,137.874361
-0.043797,3,138.032739
0.124853,2,138.155392
2.395614,11,138.891116
0.253137,2,139.018431
-0.452864,3,139.195816
-1.690833,22,140.630375
-0.871005,1,140.76757
-0.893431,1,140.788274
-1.066081,4,141.038807
3.492843,12,141.825459
0.23799,2,141.952286
-2.314365,3,142.21174
-2.420294,5,142.473214
-0.346081,5,142.870605
-2.124508,2,143.052509
-0.192792,2,143.194424
-0.519533,8,143.708857
-0.903431,1,143.731266
0.580122,5,144.116935
-3.777229,6,144.478427
-0.98,1,144.482464
-0.957574,1,144.58086
-0.961716,1,144.590947
-0.777229,4,144.880481
-0.891716,1,145.017463
-0.863431,1,145.038474
2.0,1,145.138756
0.06262,4,145.457957
-0.55201,3,145.636961
-0.847574,1,145.731516
1.681493,4,145.999135
-0.725147,4,146.253217
-1.738579,2,146.424565
-3.958944,6,146.819552
-0.895147,1,146.843325
-2.242792,4,147.102237
0.488995,9,147.634277
1.581421,16,148.52588
-0.897574,1,148.545328
-0.945858,1,148.62506
-1.856863,4,148.826893
3.512498,6,149.129021
3.46664,4,149.341774
-0.278011,4,149.661194
-2.719949,10,150.183401
0.629777,5,150.466804
-0.72201,2,150.64994
1.779626,18,151.584721
5.126569,7,152.015514
0.325563,3,152.164535
1.35262,7,152.766294
-0.985858,1,152.76931
-0.985858,1,152.865363
-3.045219,10,153.456527
2.414214,1,153.461347
-0.965858,1,153.597393
0.44598,3,153.75354
1.582742,7,154.28778
0.474558,4,154.65718
2.439605,9,155.384188
-1.426009,11,156.25601
-2.947939,15,157.016631
-1.365929,2,157.143577
2.125341,5,157.567506
0.096569,2,157.708689
-0.105076,4,158.054346
2.078478,5,158.3698
-0.883431,1,158.556858
-0.937574,1,158.567658
-2.337645,2,158.726743
-0.238507,3,159.07823
-2.761615,12,159.867323
0.454214,2,159.981386
-0.856863,1,160.003471
0.393696,4,160.312866
0.249706,2,160.427956
2.555067,5,160.801323
-0.851716,2,160.901829
2.068284,7,161.204834
0.681493,4,161.501599
-1.494731,4,161.777718
-0.943431,1,161.855515
-1.586152,5,162.102808
-0.573087,7,162.672162
6.956468,16,163.721308
2.6646,12,164.598639
4.015828,15,165.611137
-0.993503,3,165.872537
1.057767,10,166.47062
-1.718579,2,166.609596
-1.801371,4,166.931587
-1.360934,2,167.091951
-0.188162,6,167.570643
1.446985,5,167.833542
-1.001371,3,168.150283
-2.215219,4,168.415069
-1.172792,2,168.596263
-3.236934,5,168.847176
-0.881005,1,169.000473
2.434214,3,169.110877
6.723919,11,169.781843
-0.875147,1,169.806637
-0.945858,1,169.951913
-0.931716,1,169.960839
-0.96,1,170.080282
2.585828,6,170.475557
-0.914752,7,170.882606
0.047208,6,171.230667
-1.657157,2,171.408863
2.71598,10,171.921698
-0.836863,1,172.081297
-0.681005,14,172.837629
-1.686152,3,173.013272
-0.937574,1,173.112421
-0.81865,4,173.408169
-0.392649,5,173.606392
-1.786863,3,173.837503
-3.3973,4,174.056907
-3.142082,4,174.335665
-0.913431,1,174.350863
1.024996,7,174.830253
-0.931716,1,174.84111
-0.001745,10,175.493787
-0.854092,5,175.884516
-1.229361,2,176.004206
-1.220437,5,176.26861
-1.277086,4,176.515683
-4.577666,5,176.907987
-0.669289,3,177.058002
1.63733,7,177.667594
-0.907574,1,177.685317
-0.552506,2,177.830256
-3.018802,7,178.35697
1.456569,7,178.756685
-0.881005,1,178.868842
-0.845147,4,179.068946
-0.917574,1,179.084534
-1.161076,2,179.225993
-0.861005,1,179.311154
-0.409218,2,179.420905
-0.284365,2,179.558761
-0.923431,1,179.569248
-1.980366,7,180.037189
-2.443158,4,180.280747
-0.911716,1,180.291321
0.379045,8,180.863079
4.582498,7,181.316552
-0.895858,1,181.334041
-0.916741,12,181.958019
0.568528,14,183.003278
-1.369218,2,183.139659
-0.899289,1,183.266987
-0.201076,2,183.392703
-2.382304,8,183.899878
-3.408011,3,184.105913
-1.071076,6,184.487132
2.160408,5,184.866262
-1.790294,2,184.99538
-1.149878,12,185.715941
0.383137,4,185.970108
-2.05865,4,186.198102
-0.831005,1,186.218303
-0.901716,1,186.320118
-0.875147,2,186.428597
1.999848,3,186.569033
2.560416,5,186.973953
-0.869289,1,186.9901
-0.447969,8,187.542797
0.154853,4,187.76361
0.295908,8,188.394274
0.762914,3,188.671798
-0.965858,1,188.676165
-0.911716,1,188.814163
2.0,1,188.816399
-0.933431,1,188.904047
-0.228234,8,189.430861
-0.905858,1,189.444127
3.547624,15,190.497349
1.719777,7,190.83332
0.239706,4,191.07116
-0.866863,1,191.199406
-1.083797,3,191.341484
-0.895147,1,191.476021
-0.937574,1,191.491302
0.49664,4,191.692205
-0.67529,2,191.800763
-3.086934,3,192.047161
3.924478,11,192.666524
-0.893431,1,192.765691
-0.965858,1,192.770242
-2.757574,3,192.948945
-0.724752,12,193.770669
-0.96,1,193.778415
1.221564,5,194.110449
-0.975858,1,194.115968
-2.071371,3,194.392755
-0.933431,1,194.402431
-0.404365,2,194.546539
0.585269,4,194.862188
-1.857574,4,195.094949
-3.5746,11,195.896115
1.335563,4,196.156245
-0.909289,1,196.173996
-0.975004,3,196.451881
-0.429218,3,196.549045
-0.879289,1,196.655859
3.374853,10,197.252157
0.193137,2,197.408734
-1.817797,14,198.250803
-0.941716,1,198.263233
-0.917574,1,198.395134
2.511585,8,199.011946
-0.923431,1,199.026438
-0.686863,2,199.180239
-3.243503,4,199.402726
-0.795513,7,199.87262
-1.594731,5,200.127284
-2.244508,2,200.20618
-0.975004,3,200.456488
0.307523,8,201.010026
0.434214,2,201.107454
-0.151939,3,201.290039
5.630975,12,202.07743
1.076203,4,202.287502
-1.129361,2,202.442459
-2.141076,2,202.630216
0.963898,31,204.606292
-0.229361,2,204.715904
-0.822721,1,204.737412
-0.873431,1,204.86196
2.624924,4,205.098456
3.794924,7,205.50029
-4.255219,4,205.740222
1.158284,6,206.010891
-0.985858,1,206.124814
1.496274,8,206.659899
-0.853431,1,206.691724
-0.899289,1,206.805761
-1.211594,9,207.241183
-1.079584,8,207.801801
3.054142,5,208.115334
-2.337645,2,208.232107
3.272986,9,208.671431
1.132426,6,209.043888
-1.297645,2,209.147087
-0.879289,1,209.235492
-3.164508,3,209.369344
-0.895147,1,209.486093
-0.47201,4,209.734632
-1.163818,10,210.453727
-0.756152,4,210.711918
-1.267797,2,210.877975
0.038751,9,211.366067
3.484335,10,211.992029
-1.821371,5,212.408847
-1.329361,2,212.50133
1.241421,6,212.771237
-0.941716,1,212.782454
-2.204508,2,212.899673
-0.295076,9,213.45676
3.967401,11,214.045578
-0.087939,4,214.324616
-2.062082,3,214.565823
-0.931716,1,214.575916
-0.822721,1,214.699771
1.014487,5,214.950587
0.784975,6,215.393363
-1.557006,6,215.765783
0.06934,4,216.056451
-2.317645,2,216.159636
-1.369218,2,216.313355
-0.804437,1,216.43974
4.740488,10,216.984268
-0.802721,3,217.140931
-1.38196,8,217.665349
-0.861005,1,217.807982
-0.931716,1,217.818209
0.183991,13,218.566501
0.634071,3,218.705672
-0.760294,11,219.352901
-1.022082,4,219.653086
2.855341,4,219.906342
2.76463,5,220.200539
2.108924,5,220.657752
-0.875147,2,220.783113
-1.320934,2,220.9282
0.953625,10,221.68188
-0.891716,1,221.710527
0.405269,3,222.031598
1.209899,13,222.98311
-2.235219,5,223.322776
-4.296295,17,224.542008
-0.337645,2,224.660482
1.605118,8,225.274118
-4.970874,6,225.676148
-1.05865,5,226.005146
2.365118,7,226.416591
-0.364365,2,226.574082
-0.985513,4,226.869259
-3.514579,4,227.152421
-0.877574,1,227.268844
2.677889,10,227.871938
-0.931716,1,227.882841
0.88135,3,228.180308
3.438356,3,228.257595
-0.927574,1,228.358023
-1.629949,6,228.750748
7.411413,31,230.722937
-0.91,1,230.875773
-0.424365,2,230.997046
1.359706,3,231.187827
-1.786589,7,231.772764
0.068284,3,231.888638
-1.22865,6,232.263282
3.340265,14,233.037592
1.120904,9,233.666619
3.01661,14,234.419885
-1.55196,8,234.89318
1.707696,6,235.219368
-0.885858,1,235.229604
-0.875147,1,235.339227
1.901198,9,235.830495
2.332132,4,236.008429
-0.92,1,236.15601
-0.869289,1,236.178217
0.052914,9,236.753875
-2.657889,10,237.42309
-0.923431,1,237.445344
-0.961716,1,237.563394
0.161421,2,237.67773
1.090711,3,237.782954
1.485563,7,238.232709
-0.885147,1,238.256171
-0.915858,1,238.37769
-0.709239,5,238.724705
1.511636,4,238.953004
0.610782,2,239.107302
-0.937574,1,239.222018
3.569066,6,239.55641
-2.356791,5,239.825823
-1.202599,9,240.429343
-3.56066,6,240.812153
-0.219361,4,241.043932
0.635635,2,241.194681
2.45664,3,241.309522
-0.859289,1,241.415816
-1.801005,3,241.551275
-2.868356,20,242.956046
-0.266081,8,243.457797
-0.883431,1,243.590917
-1.309361,2,243.696008
-2.338507,4,243.94448
0.171564,5,244.18486
-2.398011,3,244.420053
-0.931716,1,244.42808
-1.747523,7,244.904464
-1.184508,2,245.027619
-0.259512,3,245.191841
-1.161076,2,245.321949
-0.913431,1,245.421963
-0.913431,1,245.435739
0.442498,2,245.551033
-0.951716,1,245.648948
0.217776,4,245.894542
-0.487157,4,246.168768
-1.182599,6,246.589368
-0.873431,1,246.607526
-0.645442,2,246.751895
-0.688579,3,246.999582
0.898457,10,247.631367
-1.945858,3,247.75793
0.070711,4,248.035264
2.544924,4,248.323163
0.641989,4,248.612906
0.619066,2,248.757992
-0.116081,7,249.18346
1.405269,3,249.316093
-0.945858,1,249.445266
-0.101939,6,249.836565
-0.857523,7,250.29774
0.334853,4,250.571925
-0.828579,1,250.700894
-1.092792,6,251.020644
-2.129361,2,251.13137
3.96328,6,251.446358
-3.085879,11,252.082773
-0.917574,1,252.250921
2.29733,8,252.649312
-2.070366,7,252.966143
1.600782,8,253.323003
-0.659584,4,253.59077
0.291981,3,253.910069
0.617401,6,254.299672
-0.921716,1,254.315371
1.176569,3,254.51027
-1.723574,5,254.754618
-1.775147,2,254.898862
-2.164508,3,255.071252
-0.879289,1,255.090156
2.554773,6,255.409352
-0.839289,1,255.538542
-3.783381,4,255.781108
-0.927574,1,255.793875
-0.985858,1,255.941109
-0.99,1,255.945049
-0.161076,2,256.162526
0.539066,3,256.442747
-1.121076,2,256.598872
0.424558,6,257.010851
-0.750294,2,257.113465
3.539209,7,257.439009
-0.933431,1,257.530001
-1.277645,2,257.653292
-0.821005,5,257.861618
-1.233654,3,258.107643
-0.409218,7,258.453924
-1.915858,3,258.658185
-0.895858,1,258.680399
-0.866863,1,258.808469
-0.797574,3,258.947764
-0.887574,1,259.078524
-1.321888,10,259.737545
-1.077157,9,260.272746
3.586539,7,260.829293
-1.457502,2,260.989884
-1.727229,17,262.00828
-0.927574,1,262.146618
-2.121076,2,262.292758
-0.975858,1,262.298547
0.871493,10,262.94097
-0.887574,1,263.103397
-0.869289,1,263.126687
-0.843087,17,264.272547
0.520782,8,264.62185
-1.020366,10,265.233318
-0.99,1,265.236837
-0.909289,1,265.365893
-0.646569,14,266.334442
-0.412649,2,266.464888
-2.156934,5,266.771689
-0.941716,1,266.89249
-2.21201,19,268.014778
0.119634,8,268.478563
-2.558528,6,268.868235
-2.388305,3,269.110614
-0.901716,1,269.12607
-0.927574,1,269.263747
-0.721005,4,269.490553
-0.911716,1,269.51269
2.788183,14,270.469338
-2.025361,4,270.707493
-0.905147,3,270.920412
-0.842721,1,270.944041
-0.98,1,271.058904
-0.597157,3,271.178131
0.144853,2,271.288305
-0.907574,1,271.428443
5.421615,10,272.026894
1.151615,6,272.451822
-0.841005,1,272.475542
-0.891716,1,272.582593
0.218995,4,272.821931
-0.845147,1,272.848121
-1.812721,4,273.099016
-0.771371,7,273.659074
-0.267797,2,273.812191
-0.957574,1,273.817623
-1.845727,7,274.344522
-0.907574,1,274.356808
0.424558,4,274.675325
-2.978528,11,275.396009
3.156396,12,276.218821
-0.985858,1,276.223363
4.085706,9,276.719071
1.038061,4,277.018727
0.610782,2,277.152843
0.04,2,277.235597
-1.051939,4,277.487729
0.57992,5,277.737241
-0.879289,1,277.869784
-0.933431,1,277.886518
3.934996,6,278.201532
-1.013949,4,278.496643
-0.293654,3,278.752579
-0.873431,3,278.8575
-0.965858,1,278.962585
2.820488,20,280.256554
0.789117,10,280.893965
-0.911716,1,280.909546
-1.345929,2,280.976815
0.135248,8,281.474397
0.751493,3,281.741802
0.10468,24,283.063524
-0.875147,2,283.200594
1.731766,13,283.975648
-0.907574,1,284.103591
-0.951716,3,284.211836
1.072275,3,284.448242
-0.98,1,284.450927
-0.883431,1,284.587694
-1.509584,3,284.767665
-0.701665,7,285.360534
-0.881716,1,285.379437
-2.084508,2,285.538771
-1.535442,5,286.096868
-0.869289,1,286.125678
2.0,1,286.288189
-0.617157,3,286.46357
-0.877574,1,286.623939
-0.955858,1,286.635973
-0.291787,4,286.928137
-0.954651,3,287.227859
0.188284,2,287.357798
-0.919289,1,287.3818
-1.72201,2,287.53428
0.233259,12,288.621903
3.408112,12,289.457774
2.066396,10,290.143412
-0.867725,4,290.480168
0.176569,3,290.712898
-0.941716,1,290.727499
0.235055,5,291.151601
-0.931716,1,291.164336
-0.883431,1,291.297907
-0.814437,1,291.331335
-3.438873,8,291.831483
-0.489218,2,291.962742
-0.697725,3,292.224073
-0.915858,1,292.24427
-2.317645,2,292.357371
-0.851005,1,292.499789
2.0,1,292.504145
2.414214,1,292.595034
