method,split,policy_seed,scenarios,repetitions_per_scenario,route_measurements,route_mean_ms,route_median_ms,route_sample_std_ms,route_min_ms,route_max_ms,decision_measurements,decision_mean_ms,decision_median_ms,decision_sample_std_ms,decision_min_ms,decision_max_ms
rl_dynamic_from_scratch,obstacle_density_10,33,10,10,100,3.7873843903071247,3.3650864970695693,1.4306669431928507,2.0174559977022,7.422174996463582,100,0.4375720456548813,0.40981422231804265,0.10115719938049263,0.33110585718532093,0.7002957130940298
rl_dynamic_from_scratch,obstacle_density_10,44,10,10,100,3.0390143610566156,2.68382750073215,0.9224912112272688,2.011242995649809,5.635842000629054,100,0.3499029754896619,0.3408042140498375,0.033595827880986855,0.3315266434843319,0.5624252854821472
rl_dynamic_from_scratch,obstacle_density_10,55,10,10,100,2.9738942489711917,2.6850704962271266,0.8118563993611476,1.9885809961124323,5.734480004321085,100,0.35169995696278067,0.3403347852456916,0.03865786450647284,0.3286319088973952,0.6118098341782267
rl_dynamic_from_scratch,obstacle_density_10,all_seeds,10,10,500,8.160919902256865,3.042979496967746,20.047029578732968,1.9535720020940062,125.83347400868661,500,0.3692375974607523,0.3426084436392153,0.06685580574627321,0.32071569985419046,0.7002957130940298
rl_dynamic_from_scratch,obstacle_density_40,11,10,10,100,62.821649838006124,74.71426950542082,41.248832370753526,3.5640159985632636,140.94704497983912,100,0.37905297017539924,0.33693801999712986,0.07364176855378478,0.323779888939397,0.6264313110215072
rl_dynamic_from_scratch,obstacle_density_40,22,10,10,100,26.408617100059928,4.3052360033470904,34.52107876443461,1.7156530047941487,110.6571959971916,100,0.3522310205116548,0.341757062490918,0.035002160752892524,0.32626809319481254,0.5083525618374551
rl_dynamic_from_scratch,obstacle_density_40,33,10,10,100,31.455232829393935,5.977444503514562,41.36091726456628,1.6687370007275604,126.45841397170443,100,0.43681792850272183,0.4593977387368354,0.08326909331641158,0.32554078661228736,0.6818627271885899
rl_dynamic_from_scratch,obstacle_density_40,44,10,10,100,25.407519760192372,4.331427999204607,32.892161891724754,1.6861900039657485,83.5223980320734,100,0.34606458625551784,0.33615953119200037,0.03771632677454933,0.3228641733585391,0.5580025832993366
rl_dynamic_from_scratch,obstacle_density_40,55,10,10,100,18.86543200133019,4.165745000136667,29.48258083479437,1.6708550028852187,85.32824898065883,100,0.34931105907270543,0.3386008338566171,0.03996132161522991,0.32762152390898247,0.5757195998739917
rl_dynamic_from_scratch,obstacle_density_40,all_seeds,10,10,500,32.99169030579651,5.297812500430155,39.23634295690878,1.6687370007275604,140.94704497983912,500,0.3726955129035998,0.33997899996999575,0.06679366318955811,0.3228641733585391,0.6818627271885899
rl_dynamic_from_scratch,scale_100,11,10,10,100,378.74099360280525,3.8814315012132283,1130.595111719097,0.6531239996547811,4270.176724967314,100,0.4902967389769063,0.4159054934156302,0.15703947695350362,0.3375125756039779,0.9359360010421369
rl_dynamic_from_scratch,scale_100,22,10,10,100,391.70218526676763,2.625709001222276,1166.1361126955005,0.6685160005872604,4333.928779986309,100,0.5352272239456124,0.49181578845794627,0.1718831907186071,0.33797484200859845,1.012652999634156
rl_dynamic_from_scratch,scale_100,33,10,10,100,386.10923829415697,1.02914000126475,1160.3229100900135,0.6683229985355865,4304.999535295792,100,0.6007508989781936,0.6700810008624103,0.1677474112847895,0.3437099091082928,0.924111001950223
rl_dynamic_from_scratch,scale_100,44,10,10,100,385.0976032782273,1.2309819994698046,1159.0517659693614,0.676198997098254,4304.597334114078,100,0.6096567418861826,0.6154909997349023,0.16925251724716786,0.3404382370001258,1.0135960001207422
rl_dynamic_from_scratch,scale_100,55,10,10,100,752.7446913661697,3.010652999364538,1513.1576066733403,0.6665950022579636,4318.942281042837,100,0.5449360238683119,0.4909478326832565,0.17753942093351432,0.33705897880099656,1.1156660002598073
rl_dynamic_from_scratch,scale_100,all_seeds,10,10,500,458.8789423616254,2.152426997781731,1238.1195570142127,0.6531239996547811,4333.928779986309,500,0.5561735255310414,0.530032828553921,0.17386237674129648,0.33705897880099656,1.1156660002598073
rl_dynamic_from_scratch,scale_15,11,10,10,100,55.336780030957016,74.42410748626571,45.23680348688001,1.693049995083129,138.32145997366752,100,0.3836083053808772,0.35479016605677316,0.06622823324297286,0.32388012447174536,0.6147620443274112
rl_dynamic_from_scratch,scale_15,22,10,10,100,3.315291399048874,3.4354359977442073,1.1130546629190174,1.6954579987213947,6.6247670038137585,100,0.35292230313218464,0.34444128174403554,0.03048210247797507,0.33003766657202505,0.5520639169844799
rl_dynamic_from_scratch,scale_15,33,10,10,100,3.225537019643525,3.327698499560938,1.0906654412172367,1.6806029998406302,5.965180007478921,100,0.34590278026675725,0.3373339128908507,0.03063764330913691,0.3285865004727384,0.5422890915889927
rl_dynamic_from_scratch,scale_15,44,10,10,100,3.9174433499283623,3.7604610060952837,1.94726093962469,1.6743929991207551,11.447515007603215,100,0.4186800242411518,0.34829948149958256,0.15176412707796655,0.33368533240718534,0.9539595839669346
rl_dynamic_from_scratch,scale_15,55,10,10,100,3.1461936999403406,3.317443502965034,1.0385284853176828,1.6590479972364847,6.112601993663702,100,0.34859102131993897,0.34029028797704086,0.032774110217673805,0.32580490931815637,0.5490866242325865
rl_dynamic_from_scratch,scale_15,all_seeds,10,10,500,13.788249099903624,3.650097003628616,28.981892029568225,1.6590479972364847,138.32145997366752,500,0.369940886868182,0.34310281571379164,0.08247483567718283,0.32388012447174536,0.9539595839669346
rl_dynamic_from_scratch,scale_30,11,10,10,100,270.4239623607282,304.536531550184,140.4510729980848,6.959743004699703,474.9990099371644,100,0.38499136406680917,0.3461680799874658,0.06972222031250447,0.32846765217982465,0.5623113183074483
rl_dynamic_from_scratch,scale_30,22,10,10,100,7.117361630116648,7.101284001691965,2.9924395598936053,3.1253240013029426,14.427767993765883,100,0.3784162892598557,0.3594161661710945,0.055285590333534945,0.3376049004145898,0.5771107197506353
rl_dynamic_from_scratch,scale_30,33,10,10,100,73.88046714906523,6.956283503313898,138.90395487878942,3.085812000790611,458.64425297259004,100,0.3634905195783461,0.3478032023061436,0.04560905036974952,0.3277733966549729,0.5257853993195264
rl_dynamic_from_scratch,scale_30,44,10,10,100,74.0273468127998,8.697953511727974,136.01687767443667,3.237121996789938,448.8399919755466,100,0.39900664381825107,0.35958668505136976,0.0831010233525796,0.33444288103459663,0.6308595000518835
rl_dynamic_from_scratch,scale_30,55,10,10,100,104.91914218928287,9.27353049883095,154.67154916462994,1.4149170056043658,456.6766459684004,100,0.38949328662338023,0.35208056175358204,0.07898509454003193,0.33265497329719235,0.8549000012862962
rl_dynamic_from_scratch,scale_30,all_seeds,10,10,500,106.07365602839855,8.712735005246941,154.7557268343613,1.4149170056043658,474.9990099371644,500,0.38307962066932844,0.35355506032323725,0.06879263917397224,0.3277733966549729,0.8549000012862962
rl_dynamic_from_scratch,scale_50,11,10,10,100,659.7135820773838,847.0249974561739,447.2487603966004,1.1148830017191358,1243.4037010134489,100,0.4336931194993958,0.36599852578146963,0.10650538145665174,0.3337629776535323,0.6832062499597669
rl_dynamic_from_scratch,scale_50,22,10,10,100,387.339144336911,11.198568499821704,477.00744518723866,2.477759000612423,1234.4261941107106,100,0.3937878899960014,0.36737812178992446,0.06134274394534213,0.3366749615932349,0.5698136667585155
rl_dynamic_from_scratch,scale_50,33,10,10,100,479.6591656009332,424.6317115630518,487.3002288393011,1.131313001678791,1254.3806840258185,100,0.3985910281682633,0.3594763429646264,0.08887231192871073,0.3349994128497201,0.8528299986210186
rl_dynamic_from_scratch,scale_50,44,10,10,100,667.0793480814609,849.1429345795041,450.6926362370287,1.7853519966593012,1240.2203130150156,100,0.38800601725016015,0.357920369819824,0.05911210536679695,0.3336772667928017,0.5720416471269667
rl_dynamic_from_scratch,scale_50,55,10,10,100,286.285266834966,3.7952154998492915,442.1532418663949,1.1202850000699982,1237.6784851694538,100,0.4492906234237945,0.39538761106202386,0.11108977618774821,0.3360864072208642,0.7735705003142357
rl_dynamic_from_scratch,scale_50,all_seeds,10,10,500,496.015301386331,840.1518120099354,483.21332577734944,1.1148830017191358,1254.3806840258185,500,0.412673735667523,0.36822103456174127,0.09108288950301381,0.3336772667928017,0.8528299986210186
rl_dynamic_from_scratch,seen_layout_unseen_pairs,11,30,10,300,24.687876560868364,3.879353003867436,35.87281162908857,1.6371890014852397,124.8544459886034,300,0.3919118715386206,0.33648577250873624,0.08509025066877511,0.31852316457338425,0.6822068335168296
rl_dynamic_from_scratch,seen_layout_unseen_pairs,22,30,10,300,6.824664995983767,3.8132314966787817,16.320910250890197,1.9155560003127903,119.64094896393362,300,0.4849452643161066,0.48301290891428994,0.1149407012207744,0.3270274932341029,1.2227878003614023
rl_dynamic_from_scratch,seen_layout_unseen_pairs,33,30,10,300,2.82664516356211,2.7141435002704384,0.7819237954388273,1.3182360016799066,6.987914002820617,300,0.3471890697988114,0.33844853462344165,0.0355759222337275,0.32545342868875843,0.5750780001108069
rl_dynamic_from_scratch,seen_layout_unseen_pairs,44,30,10,300,3.8368036035778155,3.583602501748828,1.417777128805804,1.3538450039050076,9.155144001852022,300,0.4579736422818679,0.4767706922137176,0.10268202204005256,0.32959899999696063,0.9169135716677245
rl_dynamic_from_scratch,seen_layout_unseen_pairs,55,30,10,300,2.815058167143434,2.6844890035135904,0.7570268356669128,1.341529998171609,6.75954300822923,300,0.3462563842190397,0.33642988316162925,0.04128549157095732,0.3220357773696176,0.7889928570615926
rl_dynamic_from_scratch,seen_layout_unseen_pairs,all_seeds,30,10,1500,8.198209698227098,3.235916503399494,19.509769990674098,1.3182360016799066,124.8544459886034,1500,0.40565524643088924,0.3461659998720279,0.10004510680671307,0.31852316457338425,1.2227878003614023
rl_dynamic_from_scratch,sensor_noise_p05,11,10,10,100,9.432957468889072,11.007147002601414,5.694558936212243,1.379691999318311,21.706469004129758,100,0.3519965291793892,0.3423653811166462,0.029409484599348668,0.33064825020119315,0.5168206905745181
rl_dynamic_from_scratch,sensor_noise_p05,22,10,10,100,3.2821448992035585,3.3687320046738023,0.9883165348071694,1.3711130013689399,5.709207005565986,100,0.35780823798396033,0.34772270018947893,0.030145164028257503,0.33590342874439166,0.5572032500822388
rl_dynamic_from_scratch,sensor_noise_p05,33,10,10,100,3.303452440050023,3.350804994624923,1.1041029608842672,1.3343200007511768,7.526142999267904,100,0.3542701511161266,0.3419634568022697,0.037405479254873676,0.33176099987031193,0.5375816428048503
rl_dynamic_from_scratch,sensor_noise_p05,44,10,10,100,3.28447744002915,3.3227830008399906,1.1024779486174339,1.3924510021752212,8.031029003177537,100,0.35583685123961356,0.3495082494282542,0.027793835400703525,0.33267200034550537,0.5736449287983955
rl_dynamic_from_scratch,sensor_noise_p05,55,10,10,100,3.588373330021568,3.6918459973094286,1.092997501336104,1.3939810014562681,5.846592997841071,100,0.39066070275880205,0.3600778122745396,0.080127098586994,0.3355883076997438,0.6803939995734254
rl_dynamic_from_scratch,sensor_noise_p05,all_seeds,10,10,500,4.578281115638674,3.470441997706075,3.64206281488007,1.3343200007511768,21.706469004129758,500,0.36211449445557836,0.34786645051099185,0.047584450220083084,0.33064825020119315,0.6803939995734254
rl_dynamic_from_scratch,sensor_noise_p10,11,10,10,100,6.56415097975696,6.0735989954991965,3.6447995392819275,2.040026000031503,16.391048007790232,100,0.35124649581001516,0.3411679589892932,0.037592603226733995,0.3296058328285451,0.5835795004713873
rl_dynamic_from_scratch,sensor_noise_p10,22,10,10,100,3.019613880023826,2.6943710017803824,1.046603172531539,1.6770059955888428,4.631075003999285,100,0.35573305206630557,0.34262050066899974,0.049726581242455645,0.33163669314280225,0.6148469995726676
rl_dynamic_from_scratch,sensor_noise_p10,33,10,10,100,3.916457590094069,2.771318999293726,2.1377963886844746,1.7175390021293424,10.304725001333281,100,0.43166726377695097,0.3597583461389429,0.10548517657835484,0.3350792862225457,0.8587270834444402
rl_dynamic_from_scratch,sensor_noise_p10,44,10,10,100,3.1286461104173213,2.8455629999371013,1.1905527557309183,1.6744490021665115,5.891742002859246,100,0.35617041923473447,0.3484090695005412,0.03601146596014598,0.3346908336728423,0.615308166743489
rl_dynamic_from_scratch,sensor_noise_p10,55,10,10,100,3.080346860260761,2.703130996451364,1.1498819034033034,1.6558800016355235,5.116098011058057,100,0.3559104468516349,0.3443619927566033,0.04040219746416687,0.3277443840768403,0.5709237141543001
rl_dynamic_from_scratch,sensor_noise_p10,all_seeds,10,10,500,3.9418430841105874,3.4086294999724487,2.476501865402969,1.6558800016355235,16.391048007790232,500,0.37014553554792823,0.3460573431636606,0.06716497537599063,0.3277443840768403,0.8587270834444402
rl_dynamic_from_scratch,stochastic_obstacles_p05,11,10,10,100,34.02741518119001,9.859564001089893,36.294769239127795,1.6611750070296694,88.11789998799213,100,0.35929806730595965,0.34654412454983685,0.0413715477757494,0.33223500140593387,0.5450619995826855
rl_dynamic_from_scratch,stochastic_obstacles_p05,22,10,10,100,3.875549769909412,3.8587420058320276,1.3860943804756132,2.2962290022405796,7.818825997674139,100,0.5228905130795098,0.5059794377757498,0.0768388886271728,0.4592458004481159,1.028090714888614
rl_dynamic_from_scratch,stochastic_obstacles_p05,33,10,10,100,2.704545660126314,2.766640503978124,0.8705785110914475,1.7021549938363023,5.742389999795705,100,0.36738214363791893,0.35730249987864227,0.0332719411339565,0.34043099876726046,0.5517052865928106
rl_dynamic_from_scratch,stochastic_obstacles_p05,44,10,10,100,3.696097500396718,3.5299790015415056,1.1760692363022847,2.3307809969992377,7.245538999995915,100,0.509215095904843,0.5027946278212105,0.08499089167720804,0.33449969996581785,0.8657923749524343
rl_dynamic_from_scratch,stochastic_obstacles_p05,55,10,10,100,2.6651169897741056,2.7097570018668193,0.8183270502953048,1.673715996730607,5.901721000554971,100,0.36389884540899814,0.35676214920385974,0.031813569168618404,0.3330108000227483,0.5505042504410085
rl_dynamic_from_scratch,stochastic_obstacles_p05,all_seeds,10,10,500,9.393745020279312,2.939455998784979,20.360345999827803,1.6611750070296694,88.11789998799213,500,0.4245369330674459,0.37233585007925285,0.0947863200942139,0.33223500140593387,1.028090714888614
rl_dynamic_from_scratch,stochastic_obstacles_p20,11,10,10,100,46.46125377905264,51.290318499013665,39.94663018063695,3.236581000237493,123.66298199049197,100,0.41973999452247224,0.3792069230537611,0.09383737617431272,0.3338328799549749,0.7335509231220035
rl_dynamic_from_scratch,stochastic_obstacles_p20,22,10,10,100,3.463042979929014,2.8419815007509897,1.6397825601889406,1.929757996549597,10.831410003447672,100,0.43654746817526513,0.39847979568749703,0.10187972552055975,0.3386255002624239,0.7736721431034052
rl_dynamic_from_scratch,stochastic_obstacles_p20,33,10,10,100,3.1684952595605864,2.704822500163573,1.4505577390871693,1.3816169994242955,7.158901000366313,100,0.3852832548872282,0.3686639788611501,0.0439205516389878,0.3367062849325261,0.5316534542626786
rl_dynamic_from_scratch,stochastic_obstacles_p20,44,10,10,100,3.7413684294369887,2.911447498263442,2.3256363137942047,1.8974230006278958,13.30402699750266,100,0.45226472528319595,0.40378303765464807,0.1433366979937509,0.34540000024207984,1.47822522194474
rl_dynamic_from_scratch,stochastic_obstacles_p20,55,10,10,100,4.276196769460512,3.9533765047963243,2.163082595976404,1.3870839975425042,10.93548399876454,100,0.5211893998208406,0.5331750707271221,0.13081275279152815,0.340543667334714,1.1680269999487791
rl_dynamic_from_scratch,stochastic_obstacles_p20,all_seeds,10,10,500,12.222071443487948,3.433304496866185,24.76574140202764,1.3816169994242955,123.66298199049197,500,0.4430049685378004,0.3968153614724066,0.11699041754278183,0.3338328799549749,1.47822522194474
rl_dynamic_from_scratch,unseen_layout_same_density,11,30,10,300,34.47302964389868,4.620696994606988,43.35585129897073,1.6081929970823694,250.59082900042995,300,0.3872514216668621,0.3382810479698015,0.08518018174510229,0.31770563556670417,1.1137370177796886
rl_dynamic_from_scratch,unseen_layout_same_density,22,30,10,300,8.08343080268969,3.3936059971892973,19.215390797839902,1.6496990101586562,119.59465097970678,300,0.35876915514624397,0.3450082565385466,0.05091381877467075,0.32802437328630024,0.7241189996420871
rl_dynamic_from_scratch,unseen_layout_same_density,33,30,10,300,9.434519449775204,3.9762969990988495,21.03166133509018,1.6398520019720308,128.32165698637255,300,0.45597529610416204,0.46675630037498195,0.10683091321444527,0.3229005777070092,1.1788574993261136
rl_dynamic_from_scratch,unseen_layout_same_density,44,30,10,300,7.933846990393552,3.3885429984366056,18.539593736607248,1.6725809982744977,86.435765006172,300,0.35604374198898814,0.3468467273871118,0.03546164959015192,0.3292965023784846,0.5946480006969068
rl_dynamic_from_scratch,unseen_layout_same_density,55,30,10,300,9.099325956643346,4.291146997275064,18.105039902956786,1.6656569932820275,83.80688901161193,300,0.4838103088576784,0.4755444002512377,0.1110609298302923,0.3225413511326123,1.2433854998172527
rl_dynamic_from_scratch,unseen_layout_same_density,all_seeds,30,10,1500,13.804830568680094,3.6461594991124002,27.89194666981221,1.6081929970823694,250.59082900042995,1500,0.4083699847527869,0.3537608001352055,0.09835713909120726,0.31770563556670417,1.2433854998172527
rl_dynamic_from_scratch,wind_energy_penalty_0_25,11,10,10,100,33.244135191853275,3.9886494996608235,37.92754167511031,1.6611159990134183,137.40980297734495,100,0.34912846786667956,0.3392352919642386,0.040493166958736775,0.32339557791904855,0.6107102354548665
rl_dynamic_from_scratch,wind_energy_penalty_0_25,22,10,10,100,4.230519860066124,4.8257305006700335,1.7207083598460478,1.4116560014372226,8.032819005165948,100,0.4871195511225388,0.48693213615148456,0.09289535686284223,0.33899125082825776,0.8737981432724544
rl_dynamic_from_scratch,wind_energy_penalty_0_25,33,10,10,100,3.0614189801053726,3.389346500625834,1.0613472822934147,1.3542429987865034,6.3315949992102105,100,0.35607598590300815,0.3466489000857109,0.034046293877288344,0.33333081790425984,0.5755995453827464
rl_dynamic_from_scratch,wind_energy_penalty_0_25,44,10,10,100,3.7426834898724337,3.712809500939329,1.7036104862284933,1.38137999601895,8.510952000506222,100,0.42554791349514437,0.35822938805760673,0.10669137128668657,0.33518500204081647,0.8510952000506222
rl_dynamic_from_scratch,wind_energy_penalty_0_25,55,10,10,100,2.987410530913621,3.252176000387408,1.058991764674,1.364520998322405,6.01628400181653,100,0.34717932615626196,0.3399694228741842,0.03192352242287812,0.3221206362385684,0.5469349092560482
rl_dynamic_from_scratch,wind_energy_penalty_0_25,all_seeds,10,10,500,9.453233610562165,3.5633465067803627,20.712265118563128,1.3542429987865034,137.40980297734495,500,0.39301024890872654,0.34888584887636226,0.08829007214224013,0.3221206362385684,0.8737981432724544
rl_dynamic_from_scratch,wind_energy_penalty_1_0,11,10,10,100,31.957086900911236,4.212911999275093,44.24752645769388,2.8194460028316826,139.63092200356186,100,0.47107240476920326,0.4794723445229465,0.07547080384203331,0.32830111093870884,0.7367469992863739
rl_dynamic_from_scratch,wind_energy_penalty_1_0,22,10,10,100,3.866635999584105,3.707920499437023,0.9378665258603118,2.8088450017094146,6.724093000229914,100,0.517281546458743,0.49129787498713995,0.07885051581291856,0.4508906668989867,1.026839667247259
rl_dynamic_from_scratch,wind_energy_penalty_1_0,33,10,10,100,2.670344060352363,2.4867194988473784,0.5561992954110743,2.0131950004724786,3.910114995960612,100,0.35787999933825654,0.3484765832884781,0.03442609241590535,0.3278291110796595,0.5489661665099751
rl_dynamic_from_scratch,wind_energy_penalty_1_0,44,10,10,100,3.887610130223038,3.786568498981069,0.9025511163404835,2.755301997240167,6.348901999444934,100,0.521208113717604,0.4962170556205415,0.07441999521005403,0.45398442879169515,0.8791167139341789
rl_dynamic_from_scratch,wind_energy_penalty_1_0,55,10,10,100,3.0636855796183227,2.646720498887589,1.36568344474806,1.9756250039790757,7.840481986931991,100,0.39838468297347696,0.3451429722392479,0.1057193705554274,0.32927083399651264,0.7346795713861606
rl_dynamic_from_scratch,wind_energy_penalty_1_0,all_seeds,10,10,500,9.089072534137813,3.282035495431046,22.812627093781405,1.9756250039790757,139.63092200356186,500,0.45316534945145676,0.4720472503170944,0.10075543931064387,0.3278291110796595,1.026839667247259
rl_full,changed_toggle_periods,11,30,10,300,3.3306171399635787,3.490465001505072,1.1100639923717548,1.4186280004651053,7.118749999790452,300,0.41147554905879086,0.3994506743875911,0.04894907634081836,0.3546570001162763,0.7128827775078308
rl_full,changed_toggle_periods,22,30,10,300,3.345891419933954,3.354637002303207,1.2465460083875959,1.375421001284849,7.793393999236287,300,0.40540128460189245,0.3873716600411272,0.06385151924128896,0.3409443334021489,0.7793393999236287
rl_full,changed_toggle_periods,33,30,10,300,3.9853995799482314,3.8952814993535867,1.584508353666335,1.4545549984177342,12.400448997141211,300,0.48180246097630586,0.4720368332426814,0.08777827764481737,0.36309971463716856,1.2400448997141211
rl_full,changed_toggle_periods,44,30,10,300,9.547684073495475,3.983296501246514,20.92257807533215,1.3745699998253258,116.69585602612642,300,0.4847448522566831,0.41290575014348485,0.16173284615540118,0.34280304445322446,1.4398752856712755
rl_full,changed_toggle_periods,55,30,10,300,4.111921793343451,3.801512501013349,1.6926772536951975,1.4134479988570092,13.29218000137189,300,0.5103682627681672,0.45544892873294884,0.14706835663178916,0.3514023334597975,1.8988828573388414
rl_full,changed_toggle_periods,all_seeds,30,10,1500,4.864302801336938,3.681632498228282,9.722914355931609,1.3745699998253258,116.69585602612642,1500,0.4587584819323679,0.4154700964859743,0.11896036717724189,0.3409443334021489,1.8988828573388414
rl_full,denser_unseen_layout,11,30,10,300,25.699036053407934,4.141127500133734,37.99952932303343,1.373934999719495,130.6474080083717,300,0.40859404914867636,0.3624024166507903,0.08755426195499151,0.3273480800433188,0.7523954545004844
rl_full,denser_unseen_layout,22,30,10,300,22.188102759646426,4.263026999979047,34.038436058825894,1.3922539983468596,120.21606399503071,300,0.4100890013271885,0.3584838542565194,0.11017431451923848,0.3308612489005706,1.1639388573842422
rl_full,denser_unseen_layout,33,30,10,300,22.065201682992967,4.372563499600801,33.981240500165576,1.4873830004944466,134.28364799801784,300,0.4183219848031472,0.3750347947916164,0.09491987042376171,0.3278533288377932,1.001022249511152
rl_full,denser_unseen_layout,44,30,10,300,35.783752689900815,4.86974849809485,43.73363796027362,1.3986440008011414,132.75940798121155,300,0.40706468562306763,0.36483778578738085,0.07753798432358949,0.32962466222266407,0.6592378002096666
rl_full,denser_unseen_layout,55,30,10,300,25.848275656335318,4.162233500210277,38.45737976186526,1.3773740029137116,125.21198899048613,300,0.3851983931926651,0.3531926248053258,0.06970108174614598,0.3238403510881148,0.6537403746733617
rl_full,denser_unseen_layout,all_seeds,30,10,1500,26.31687376845669,4.277133499272168,38.09267366931867,1.373934999719495,134.28364799801784,1500,0.40585362281894893,0.3624591443510256,0.08965245617270136,0.3238403510881148,1.1639388573842422
rl_full,moving_obstacles_period_2,11,10,10,100,6.2500409805034,5.882746998395305,2.237790253198519,2.3047750000841916,12.702733005426126,100,0.6221955047269494,0.6210435357323669,0.12389596605839776,0.4438559996439532,0.9073380718161518
rl_full,moving_obstacles_period_2,22,10,10,100,6.6811188896645035,6.811632501921849,2.864411833659855,1.79340099930414,12.992686997677083,100,0.6319632379957538,0.6275402080670271,0.16902024407081348,0.358680199860828,1.0827239164730902
rl_full,moving_obstacles_period_2,33,10,10,100,5.25236084991775,5.727976498747012,1.7694951991445937,1.489659000071697,9.052310000697616,100,0.5016151328338845,0.5033091538280132,0.05672868680025079,0.37241475001792423,0.7206504000350833
rl_full,moving_obstacles_period_2,44,10,10,100,6.076390990110667,5.759909498920024,1.9668809418591144,2.3628920025657862,10.87219799956074,100,0.61711502677595,0.6179695001264918,0.14407566326306231,0.4319089163497362,1.2320595005803625
rl_full,moving_obstacles_period_2,55,10,10,100,4.862109919940849,5.509616499693948,1.73032812620457,1.4488240012724418,9.201202999975067,100,0.473789865635643,0.4795455668651508,0.06579586954573437,0.36220600031811045,0.7667669166645888
rl_full,moving_obstacles_period_2,all_seeds,10,10,500,5.824404326027434,5.821439999635913,2.2475163019939366,1.4488240012724418,12.992686997677083,500,0.5693357535936362,0.5201669083514087,0.1374074093261548,0.358680199860828,1.2320595005803625
rl_full,moving_obstacles_period_4,11,10,10,100,3.3304236800177023,3.244002498831833,0.9399112119945866,1.719771000352921,5.978286002573441,100,0.4028068720602213,0.3989869249835465,0.04017777539468349,0.3439542000705842,0.5731242856979536
rl_full,moving_obstacles_period_4,22,10,10,100,3.857395010363689,3.9592799976162496,1.0747215686336733,1.9559589982236503,7.337398999879952,100,0.4565793722195839,0.44886762498208554,0.06831657395137593,0.39119179964473005,1.0481998571257074
rl_full,moving_obstacles_period_4,33,10,10,100,4.236298110172356,3.8597225002376945,1.5530815898011112,2.089497002089047,9.021470999869052,100,0.5233266471431298,0.45719024972691436,0.18675270613503137,0.3482495003481745,1.4952415996958734
rl_full,moving_obstacles_period_4,44,10,10,100,3.595397050248721,3.3561049986019498,1.1342960417585781,1.785144000677974,6.336322996503441,100,0.4080984482748044,0.4019788401466131,0.04292435237557959,0.3483703333889328,0.5857029000253533
rl_full,moving_obstacles_period_4,55,10,10,100,5.0997748797271925,4.936029000418785,1.5982813759924492,2.5378999998793006,10.51629199355375,100,0.6096642773282932,0.5832512080511758,0.0870373822596853,0.5075799999758601,1.051629199355375
rl_full,moving_obstacles_period_4,all_seeds,10,10,500,4.023857746105932,3.790386003856838,1.4229442578414568,1.719771000352921,10.51629199355375,500,0.4800951234052065,0.43537601186471875,0.1269634121945414,0.3439542000705842,1.4952415996958734
rl_full,new_dynamic_obstacle_locations,11,30,10,300,3.8828884532934658,3.6577989999386773,1.4046547388718396,1.528517000224383,11.541247999957704,300,0.5325471637508054,0.550083333261379,0.12750265163351204,0.37000120009906823,1.2823608888841893
rl_full,new_dynamic_obstacle_locations,22,30,10,300,3.855623013314471,3.6934555009793257,1.2449938571339412,1.8401250017632265,8.003629000086221,300,0.5349428377799451,0.5482523001774098,0.1504676009398525,0.3680250003526453,1.5688312500969914
rl_full,new_dynamic_obstacle_locations,33,30,10,300,3.4725431301133844,3.1026400019982248,1.5538846852759773,1.4620199999626493,16.25797399719886,300,0.4687463066076358,0.41305823342554504,0.16504712906306096,0.3655049999906623,2.709662332866477
rl_full,new_dynamic_obstacle_locations,44,30,10,300,8.659319876854473,2.854086001207179,21.68361746655489,1.5061830017657485,129.44832900029724,300,0.40281733323956553,0.39194353342585,0.050895626914514734,0.3370169510890264,0.6621426004130626
rl_full,new_dynamic_obstacle_locations,55,30,10,300,3.0575698165497065,2.8185329983898555,1.0715657580322915,1.4797700005146908,7.593235997774173,300,0.41260530873743184,0.40223749080528903,0.04916689542929546,0.34896540018962696,0.7146371000999352
rl_full,new_dynamic_obstacle_locations,all_seeds,30,10,1500,4.5855888580251,3.363551000802545,9.971974338343474,1.4620199999626493,129.44832900029724,1500,0.47033179002307673,0.4136493124633489,0.1318369561540558,0.3370169510890264,2.709662332866477
rl_full,no_fly_hard,11,10,10,100,11.008463030029816,3.3709809995343676,22.54653434523267,1.701733999652788,87.18099499310483,100,0.43549511174375316,0.36960900013127684,0.11656339497064729,0.3327756310318364,0.8785706999333343
rl_full,no_fly_hard,22,10,10,100,11.343075030017644,3.854910500194819,22.807299230288756,1.9955689986090874,85.82800302247051,100,0.41151021275145744,0.39900993336535373,0.05232800828070312,0.34150978664304904,0.6563851669246409
rl_full,no_fly_hard,33,10,10,100,32.81194359969959,3.5794465002254583,36.95258193891693,1.7492790011601755,86.97216999644297,100,0.3658363777776108,0.3634720831845092,0.02773201667450994,0.33283882668507025,0.46782839963270817
rl_full,no_fly_hard,44,10,10,100,24.45874473954973,4.6266374993138015,40.603640338361146,2.0891220010526013,129.77165001393587,100,0.5217213171781269,0.5173392875462923,0.10822339933839525,0.33385343112361926,1.020277917026154
