run_id,scenario_id,split,grid_size,planner,repetition,event_index,change_step,change_reason,planning_time_ms,reaction_time_ms,node_expansions,pre_change_optimal_cost,post_change_optimal_cost,optimal_cost_delta,extra_optimal_cost,recovery_steps,post_change_success
OOD-PERIOD-012:dstar_lite:r10,OOD-PERIOD-012,changed_toggle_periods,15,dstar_lite,10,1,4,"dynamic_change:[(4, 4)]",0.1572010005475022,0.1572010005475022,0,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-012:dstar_lite:r10,OOD-PERIOD-012,changed_toggle_periods,15,dstar_lite,10,2,6,"dynamic_change:[(8, 8)]",0.1593669994690572,0.1593669994690572,0,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-012:dstar_lite:r10,OOD-PERIOD-012,changed_toggle_periods,15,dstar_lite,10,3,8,"dynamic_change:[(4, 4)]",0.14129700048215454,0.14129700048215454,0,3.82842712474619,3.82842712474619,0.0,0.0,0,True
OOD-PERIOD-012:dstar_lite:r10,OOD-PERIOD-012,changed_toggle_periods,15,dstar_lite,10,4,9,"dynamic_change:[(12, 11)]",0.3856700004689628,0.3856700004689628,1,2.414213562373095,2.414213562373095,0.0,0.0,0,True
OOD-PERIOD-014:astar:r01,OOD-PERIOD-014,changed_toggle_periods,15,astar,1,1,4,"dynamic_change:[(4, 4)]",0.10489700071047992,0.10489700071047992,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r01,OOD-PERIOD-014,changed_toggle_periods,15,astar,1,2,6,"dynamic_change:[(8, 8)]",0.05633199998555938,0.05633199998555938,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r02,OOD-PERIOD-014,changed_toggle_periods,15,astar,2,1,4,"dynamic_change:[(4, 4)]",0.11327200081723277,0.11327200081723277,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r02,OOD-PERIOD-014,changed_toggle_periods,15,astar,2,2,6,"dynamic_change:[(8, 8)]",0.05674699968949426,0.05674699968949426,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r03,OOD-PERIOD-014,changed_toggle_periods,15,astar,3,1,4,"dynamic_change:[(4, 4)]",0.11186600022483617,0.11186600022483617,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r03,OOD-PERIOD-014,changed_toggle_periods,15,astar,3,2,6,"dynamic_change:[(8, 8)]",0.05502700059878407,0.05502700059878407,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r04,OOD-PERIOD-014,changed_toggle_periods,15,astar,4,1,4,"dynamic_change:[(4, 4)]",0.10916700011875946,0.10916700011875946,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r04,OOD-PERIOD-014,changed_toggle_periods,15,astar,4,2,6,"dynamic_change:[(8, 8)]",0.0542799998584087,0.0542799998584087,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r05,OOD-PERIOD-014,changed_toggle_periods,15,astar,5,1,4,"dynamic_change:[(4, 4)]",0.12286200035305228,0.12286200035305228,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r05,OOD-PERIOD-014,changed_toggle_periods,15,astar,5,2,6,"dynamic_change:[(8, 8)]",0.0569220001125359,0.0569220001125359,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r06,OOD-PERIOD-014,changed_toggle_periods,15,astar,6,1,4,"dynamic_change:[(4, 4)]",0.11219000043638516,0.11219000043638516,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r06,OOD-PERIOD-014,changed_toggle_periods,15,astar,6,2,6,"dynamic_change:[(8, 8)]",0.05448499996418832,0.05448499996418832,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r07,OOD-PERIOD-014,changed_toggle_periods,15,astar,7,1,4,"dynamic_change:[(4, 4)]",0.11010700018232455,0.11010700018232455,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r07,OOD-PERIOD-014,changed_toggle_periods,15,astar,7,2,6,"dynamic_change:[(8, 8)]",0.05511899962584721,0.05511899962584721,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r08,OOD-PERIOD-014,changed_toggle_periods,15,astar,8,1,4,"dynamic_change:[(4, 4)]",0.10823000047821552,0.10823000047821552,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r08,OOD-PERIOD-014,changed_toggle_periods,15,astar,8,2,6,"dynamic_change:[(8, 8)]",0.054459999773825984,0.054459999773825984,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r09,OOD-PERIOD-014,changed_toggle_periods,15,astar,9,1,4,"dynamic_change:[(4, 4)]",0.10846000077435747,0.10846000077435747,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r09,OOD-PERIOD-014,changed_toggle_periods,15,astar,9,2,6,"dynamic_change:[(8, 8)]",0.055685000006633345,0.055685000006633345,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:astar:r10,OOD-PERIOD-014,changed_toggle_periods,15,astar,10,1,4,"dynamic_change:[(4, 4)]",0.11834899942186894,0.11834899942186894,6,5.242640687119285,5.242640687119285,0.0,0.0,0,True
OOD-PERIOD-014:astar:r10,OOD-PERIOD-014,changed_toggle_periods,15,astar,10,2,6,"dynamic_change:[(8, 8)]",0.06578299962711753,0.06578299962711753,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r01,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,1,1,4,"dynamic_change:[(4, 4)]",1.109718000407156,1.109718000407156,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r01,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,1,2,6,"dynamic_change:[(8, 8)]",0.2924109994637547,0.2924109994637547,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r02,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,2,1,4,"dynamic_change:[(4, 4)]",1.1524450001161313,1.1524450001161313,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r02,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,2,2,6,"dynamic_change:[(8, 8)]",0.29707399971812265,0.29707399971812265,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r03,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,3,1,4,"dynamic_change:[(4, 4)]",1.1541989997567725,1.1541989997567725,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r03,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,3,2,6,"dynamic_change:[(8, 8)]",0.2891829999498441,0.2891829999498441,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r04,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,4,1,4,"dynamic_change:[(4, 4)]",1.093746000151441,1.093746000151441,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r04,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,4,2,6,"dynamic_change:[(8, 8)]",0.2889440002036281,0.2889440002036281,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r05,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,5,1,4,"dynamic_change:[(4, 4)]",0.9321160005129059,0.9321160005129059,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r05,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,5,2,6,"dynamic_change:[(8, 8)]",0.1626249995752005,0.1626249995752005,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r06,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,6,1,4,"dynamic_change:[(4, 4)]",1.157136000074388,1.157136000074388,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r06,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,6,2,6,"dynamic_change:[(8, 8)]",0.2772450006887084,0.2772450006887084,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r07,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,7,1,4,"dynamic_change:[(4, 4)]",1.4393100000233972,1.4393100000233972,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r07,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,7,2,6,"dynamic_change:[(8, 8)]",0.29481099954864476,0.29481099954864476,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r08,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,8,1,4,"dynamic_change:[(4, 4)]",1.0570220001682173,1.0570220001682173,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r08,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,8,2,6,"dynamic_change:[(8, 8)]",0.26303300001018215,0.26303300001018215,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r09,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,9,1,4,"dynamic_change:[(4, 4)]",1.0507229999348056,1.0507229999348056,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r09,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,9,2,6,"dynamic_change:[(8, 8)]",0.3115999998044572,0.3115999998044572,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r10,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,10,1,4,"dynamic_change:[(4, 4)]",0.6186470000102418,0.6186470000102418,86,5.656854249492381,5.656854249492381,0.0,0.0,0,True
OOD-PERIOD-014:dijkstra:r10,OOD-PERIOD-014,changed_toggle_periods,15,dijkstra,10,2,6,"dynamic_change:[(8, 8)]",0.1579729996592505,0.1579729996592505,22,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r01,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,1,1,4,"dynamic_change:[(4, 4)]",0.16240199965977808,0.16240199965977808,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r01,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,1,2,6,"dynamic_change:[(8, 8)]",0.1272429999517044,0.1272429999517044,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r02,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,2,1,4,"dynamic_change:[(4, 4)]",0.16449999930046033,0.16449999930046033,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r02,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,2,2,6,"dynamic_change:[(8, 8)]",0.16103899997688131,0.16103899997688131,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r03,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,3,1,4,"dynamic_change:[(4, 4)]",0.15567999980703462,0.15567999980703462,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r03,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,3,2,6,"dynamic_change:[(8, 8)]",0.14826700044068275,0.14826700044068275,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r04,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,4,1,4,"dynamic_change:[(4, 4)]",0.16196700016735122,0.16196700016735122,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r04,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,4,2,6,"dynamic_change:[(8, 8)]",0.15880499995546415,0.15880499995546415,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r05,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,5,1,4,"dynamic_change:[(4, 4)]",0.1553289994262741,0.1553289994262741,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r05,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,5,2,6,"dynamic_change:[(8, 8)]",0.14838300012343097,0.14838300012343097,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r06,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,6,1,4,"dynamic_change:[(4, 4)]",0.1545630002510734,0.1545630002510734,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r06,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,6,2,6,"dynamic_change:[(8, 8)]",0.15777299995534122,0.15777299995534122,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r07,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,7,1,4,"dynamic_change:[(4, 4)]",0.1575759997649584,0.1575759997649584,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r07,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,7,2,6,"dynamic_change:[(8, 8)]",0.14791099965805188,0.14791099965805188,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r08,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,8,1,4,"dynamic_change:[(4, 4)]",0.15455799984920304,0.15455799984920304,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r08,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,8,2,6,"dynamic_change:[(8, 8)]",0.1572439996380126,0.1572439996380126,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r09,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,9,1,4,"dynamic_change:[(4, 4)]",0.1552539997646818,0.1552539997646818,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r09,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,9,2,6,"dynamic_change:[(8, 8)]",0.15434200031450018,0.15434200031450018,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r10,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,10,1,4,"dynamic_change:[(4, 4)]",0.16814900027384283,0.16814900027384283,0,4.82842712474619,4.82842712474619,0.0,0.0,0,True
OOD-PERIOD-014:dstar_lite:r10,OOD-PERIOD-014,changed_toggle_periods,15,dstar_lite,10,2,6,"dynamic_change:[(8, 8)]",0.14720099989062874,0.14720099989062874,0,2.0,2.0,0.0,0.0,0,True
OOD-PERIOD-015:astar:r01,OOD-PERIOD-015,changed_toggle_periods,15,astar,1,1,4,"dynamic_change:[(4, 4)]",0.27130600028613117,0.27130600028613117,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r01,OOD-PERIOD-015,changed_toggle_periods,15,astar,1,2,6,"dynamic_change:[(8, 8)]",0.13406400012172526,0.13406400012172526,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r01,OOD-PERIOD-015,changed_toggle_periods,15,astar,1,3,8,"dynamic_change:[(4, 4)]",0.07701400045334594,0.07701400045334594,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r01,OOD-PERIOD-015,changed_toggle_periods,15,astar,1,4,9,"dynamic_change:[(12, 11)]",0.06542600021930411,0.06542600021930411,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r02,OOD-PERIOD-015,changed_toggle_periods,15,astar,2,1,4,"dynamic_change:[(4, 4)]",0.26367499958723783,0.26367499958723783,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r02,OOD-PERIOD-015,changed_toggle_periods,15,astar,2,2,6,"dynamic_change:[(8, 8)]",0.14273199940362247,0.14273199940362247,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r02,OOD-PERIOD-015,changed_toggle_periods,15,astar,2,3,8,"dynamic_change:[(4, 4)]",0.07695600015722448,0.07695600015722448,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r02,OOD-PERIOD-015,changed_toggle_periods,15,astar,2,4,9,"dynamic_change:[(12, 11)]",0.05487500038725557,0.05487500038725557,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r03,OOD-PERIOD-015,changed_toggle_periods,15,astar,3,1,4,"dynamic_change:[(4, 4)]",0.26136100041185273,0.26136100041185273,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r03,OOD-PERIOD-015,changed_toggle_periods,15,astar,3,2,6,"dynamic_change:[(8, 8)]",0.132758000290778,0.132758000290778,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r03,OOD-PERIOD-015,changed_toggle_periods,15,astar,3,3,8,"dynamic_change:[(4, 4)]",0.07860799996706191,0.07860799996706191,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r03,OOD-PERIOD-015,changed_toggle_periods,15,astar,3,4,9,"dynamic_change:[(12, 11)]",0.05406499985838309,0.05406499985838309,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r04,OOD-PERIOD-015,changed_toggle_periods,15,astar,4,1,4,"dynamic_change:[(4, 4)]",0.2762020003501675,0.2762020003501675,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r04,OOD-PERIOD-015,changed_toggle_periods,15,astar,4,2,6,"dynamic_change:[(8, 8)]",0.13504499929695157,0.13504499929695157,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r04,OOD-PERIOD-015,changed_toggle_periods,15,astar,4,3,8,"dynamic_change:[(4, 4)]",0.09689699982118327,0.09689699982118327,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r04,OOD-PERIOD-015,changed_toggle_periods,15,astar,4,4,9,"dynamic_change:[(12, 11)]",0.05508400045073358,0.05508400045073358,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r05,OOD-PERIOD-015,changed_toggle_periods,15,astar,5,1,4,"dynamic_change:[(4, 4)]",0.2662169999894104,0.2662169999894104,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r05,OOD-PERIOD-015,changed_toggle_periods,15,astar,5,2,6,"dynamic_change:[(8, 8)]",0.13395299993135268,0.13395299993135268,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r05,OOD-PERIOD-015,changed_toggle_periods,15,astar,5,3,8,"dynamic_change:[(4, 4)]",0.07966800058056833,0.07966800058056833,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r05,OOD-PERIOD-015,changed_toggle_periods,15,astar,5,4,9,"dynamic_change:[(12, 11)]",0.05456000053527532,0.05456000053527532,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r06,OOD-PERIOD-015,changed_toggle_periods,15,astar,6,1,4,"dynamic_change:[(4, 4)]",0.27554200005397433,0.27554200005397433,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r06,OOD-PERIOD-015,changed_toggle_periods,15,astar,6,2,6,"dynamic_change:[(8, 8)]",0.13518400010070764,0.13518400010070764,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r06,OOD-PERIOD-015,changed_toggle_periods,15,astar,6,3,8,"dynamic_change:[(4, 4)]",0.07905599977675593,0.07905599977675593,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r06,OOD-PERIOD-015,changed_toggle_periods,15,astar,6,4,9,"dynamic_change:[(12, 11)]",0.05487200087372912,0.05487200087372912,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r07,OOD-PERIOD-015,changed_toggle_periods,15,astar,7,1,4,"dynamic_change:[(4, 4)]",0.27790899912361056,0.27790899912361056,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r07,OOD-PERIOD-015,changed_toggle_periods,15,astar,7,2,6,"dynamic_change:[(8, 8)]",0.13308899997355184,0.13308899997355184,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r07,OOD-PERIOD-015,changed_toggle_periods,15,astar,7,3,8,"dynamic_change:[(4, 4)]",0.0765449995014933,0.0765449995014933,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r07,OOD-PERIOD-015,changed_toggle_periods,15,astar,7,4,9,"dynamic_change:[(12, 11)]",0.0608709997322876,0.0608709997322876,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r08,OOD-PERIOD-015,changed_toggle_periods,15,astar,8,1,4,"dynamic_change:[(4, 4)]",0.26436999996803934,0.26436999996803934,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r08,OOD-PERIOD-015,changed_toggle_periods,15,astar,8,2,6,"dynamic_change:[(8, 8)]",0.133225999888964,0.133225999888964,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r08,OOD-PERIOD-015,changed_toggle_periods,15,astar,8,3,8,"dynamic_change:[(4, 4)]",0.07707900022069225,0.07707900022069225,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r08,OOD-PERIOD-015,changed_toggle_periods,15,astar,8,4,9,"dynamic_change:[(12, 11)]",0.0666010000713868,0.0666010000713868,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r09,OOD-PERIOD-015,changed_toggle_periods,15,astar,9,1,4,"dynamic_change:[(4, 4)]",0.27320600020175334,0.27320600020175334,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r09,OOD-PERIOD-015,changed_toggle_periods,15,astar,9,2,6,"dynamic_change:[(8, 8)]",0.14841099982731976,0.14841099982731976,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r09,OOD-PERIOD-015,changed_toggle_periods,15,astar,9,3,8,"dynamic_change:[(4, 4)]",0.07898400053818477,0.07898400053818477,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r09,OOD-PERIOD-015,changed_toggle_periods,15,astar,9,4,9,"dynamic_change:[(12, 11)]",0.05448499996418832,0.05448499996418832,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:astar:r10,OOD-PERIOD-015,changed_toggle_periods,15,astar,10,1,4,"dynamic_change:[(4, 4)]",0.28793000001314795,0.28793000001314795,16,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r10,OOD-PERIOD-015,changed_toggle_periods,15,astar,10,2,6,"dynamic_change:[(8, 8)]",0.1336820005235495,0.1336820005235495,7,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:astar:r10,OOD-PERIOD-015,changed_toggle_periods,15,astar,10,3,8,"dynamic_change:[(4, 4)]",0.07820100017852383,0.07820100017852383,4,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:astar:r10,OOD-PERIOD-015,changed_toggle_periods,15,astar,10,4,9,"dynamic_change:[(12, 11)]",0.055528999837406445,0.055528999837406445,3,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r01,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,1,1,4,"dynamic_change:[(4, 4)]",2.576073999989603,2.576073999989603,154,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r01,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,1,2,6,"dynamic_change:[(8, 8)]",1.627454999834299,1.627454999834299,117,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r01,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,1,3,8,"dynamic_change:[(4, 4)]",0.7231949994093156,0.7231949994093156,52,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r01,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,1,4,9,"dynamic_change:[(12, 11)]",0.318221999805246,0.318221999805246,24,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r02,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,2,1,4,"dynamic_change:[(4, 4)]",2.1068019996164367,2.1068019996164367,154,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r02,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,2,2,6,"dynamic_change:[(8, 8)]",1.6706690003047697,1.6706690003047697,117,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r02,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,2,3,8,"dynamic_change:[(4, 4)]",0.7529040003646514,0.7529040003646514,52,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r02,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,2,4,9,"dynamic_change:[(12, 11)]",0.33483500010333955,0.33483500010333955,24,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r03,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,3,1,4,"dynamic_change:[(4, 4)]",2.1231769997029915,2.1231769997029915,154,8.65685424949238,8.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r03,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,3,2,6,"dynamic_change:[(8, 8)]",1.628860999517201,1.628860999517201,117,6.65685424949238,6.65685424949238,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r03,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,3,3,8,"dynamic_change:[(4, 4)]",0.7208610004454385,0.7208610004454385,52,4.242640687119286,4.242640687119286,0.0,0.0,0,True
OOD-PERIOD-015:dijkstra:r03,OOD-PERIOD-015,changed_toggle_periods,15,dijkstra,3,4,9,"dynamic_change:[(12, 11)]",0.3177109992975602,0.3177109992975602,24,2.8284271247461903,2.8284271247461903,0.0,0.0,0,True
