scenario_id,mode,grid_size,route_bucket,success,failure_label,immediate_invalid_action_crash,invalid_action_crash,collision,timeout,two_cell_oscillation,longer_loop,excessive_detour,decisions,path_cost,initial_astar_cost,path_cost_gap,mean_decision_latency_ms,episode_budget,budget_to_astar_cost_ratio,repeated_cell_count,dynamic_event_count
EMPTY-G040-R100-vertical,original,40,empty,False,collision,False,True,True,False,False,False,False,22,,39.0,,0.5680408953181044,156,4.0,1,0
EMPTY-G040-R100-vertical,posthoc_masked,40,empty,False,longer_repeated_loop,False,False,False,True,False,True,True,156,,39.0,,0.04596859574891054,156,4.0,115,0
EMPTY-G040-R100-diagonal,original,40,empty,True,success,False,False,False,False,False,False,False,79,83.55634918610406,55.154328932550676,28.40202025355338,0.6425177186279546,221,4.006938426723772,0,0
EMPTY-G040-R100-diagonal,posthoc_masked,40,empty,True,success,False,False,False,False,False,False,False,79,83.55634918610406,55.154328932550676,28.40202025355338,0.04729621194868903,221,4.006938426723772,0,0
EMPTY-G040-R100-goal_opposing,original,40,empty,True,success,False,False,False,False,False,False,False,47,63.98275605729686,53.740115370177584,10.242640687119277,0.7559404252691472,215,4.000735735660731,0,0
EMPTY-G040-R100-goal_opposing,posthoc_masked,40,empty,True,success,False,False,False,False,False,False,False,47,63.98275605729686,53.740115370177584,10.242640687119277,0.0363234009474833,215,4.000735735660731,0,0
EMPTY-G050-R025-horizontal,original,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,48,,12.0,,0.7962812572562447,48,4.0,34,0
EMPTY-G050-R025-horizontal,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,48,,12.0,,0.0576666570850648,48,4.0,34,0
EMPTY-G050-R025-vertical,original,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,48,,12.0,,2.568468759515478,48,4.0,34,0
EMPTY-G050-R025-vertical,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,48,,12.0,,0.06512082957973082,48,4.0,34,0
EMPTY-G050-R025-diagonal,original,50,empty,True,success,False,False,False,False,False,False,False,12,16.970562748477146,16.970562748477146,0.0,1.7565166829929997,68,4.006938426723768,0,0
EMPTY-G050-R025-diagonal,posthoc_masked,50,empty,True,success,False,False,False,False,False,False,False,12,16.970562748477146,16.970562748477146,0.0,0.05674996646121144,68,4.006938426723768,0,0
EMPTY-G050-R025-goal_opposing,original,50,empty,True,success,False,False,False,False,False,False,False,12,16.970562748477146,16.970562748477146,0.0,4.771324999940892,68,4.006938426723768,0,0
EMPTY-G050-R025-goal_opposing,posthoc_masked,50,empty,True,success,False,False,False,False,False,False,False,12,16.970562748477146,16.970562748477146,0.0,0.053941660250226654,68,4.006938426723768,0,0
EMPTY-G050-R050-horizontal,original,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,96,,24.0,,0.7988718631774342,96,4.0,68,0
EMPTY-G050-R050-horizontal,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,96,,24.0,,0.03720938305680951,96,4.0,68,0
EMPTY-G050-R050-vertical,original,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,96,,24.0,,0.5099510393241266,96,4.0,68,0
